study,dimension,iteration,nc1,nc2,cor
study2,insight,327,219,162,0.6022552155276639
study2,insight,328,185,193,0.6555495845294553
study2,insight,329,166,229,0.7195104901329649
study2,insight,330,208,187,0.5885199737632753
study2,insight,331,185,200,0.7040749719677635
study2,insight,332,203,188,0.5929402410012882
study2,insight,333,191,200,0.6634612989640998
study2,insight,334,197,176,0.31883574849714813
study2,insight,335,224,186,0.3140878168149197
study2,insight,336,195,168,0.4716970594982522
study2,insight,337,168,208,0.40929148590885217
study2,insight,338,200,190,0.4923726057637234
study2,insight,339,195,197,0.5206094008906429
study2,insight,340,202,199,0.5137708380083207
study2,insight,341,212,191,0.4569098258148759
study2,insight,342,171,217,0.4578655157091676
study2,insight,343,215,148,0.41076353756859835
study2,insight,344,181,205,0.5940854191142186
study2,insight,345,205,198,0.4159535425239894
study2,insight,346,199,164,0.3168334297693764
study2,insight,347,201,178,0.3714382307825941
study2,insight,348,218,173,0.39252525281563966
study2,insight,349,182,190,0.3970364569643723
study2,insight,350,190,201,0.49270668981407245
study2,insight,351,204,183,0.7412830710593709
study2,insight,352,164,212,0.5779414008052763
study2,insight,353,174,189,0.46337293269769564
study2,insight,354,183,189,0.7102313836218306
study2,insight,355,218,158,0.4791851332229977
study2,insight,356,184,196,0.3306227570859663
study2,insight,357,181,215,0.32131258325414175
study2,insight,358,189,197,0.525313714626719
study2,insight,359,196,195,0.4515454536074025
study2,insight,360,193,210,0.6259895527965156
study2,insight,361,205,188,0.5146327261513992
study2,insight,362,182,210,0.5874506654284258
study2,insight,363,228,161,0.48792149613341673
study2,insight,364,185,215,0.47223716545209743
study2,insight,365,186,221,0.3447900634857594
study2,insight,366,199,191,0.648564111253938
study2,insight,367,172,201,0.7305326187146083
study2,insight,368,185,201,0.142074208429284
study2,insight,369,189,202,0.7082331734222369
study2,insight,370,196,182,0.646626905300005
study2,insight,371,193,179,0.68771583089327315
study2,insight,372,204,169,0.46831818026971456
study2,insight,373,182,207,0.31011761331638166
study2,insight,374,188,184,0.2854816642105596
study2,insight,375,202,194,0.22796406953607978
study2,insight,376,187,202,-0.11169377157130961
study2,insight,377,183,193,0.45540101600395666
study2,insight,378,182,181,0.6830764104130351
study2,insight,379,201,194,0.5464511888470648
study2,insight,380,193,184,0.3617479581856605
study2,insight,381,199,187,0.4085193763795521
study2,insight,382,214,176,0.25759152196900426
study2,insight,383,201,196,0.33259113501892307
study2,insight,384,171,219,0.46084656349399505
study2,insight,385,207,192,0.5013204810088943
study2,insight,386,187,187,0.5123259688415026
study2,insight,387,191,207,0.1392915701600247
study2,insight,388,180,196,0.4395122888489064
study2,insight,389,148,232,0.383025831988535
study2,insight,390,158,231,0.7060854278138837
study2,insight,391,187,200,0.6785894086255988
study2,insight,392,210,179,0.5388815221491687
study2,insight,393,186,207,0.7098084722473191
study2,insight,394,174,217,0.509492772390639
study2,insight,395,181,206,0.20152849484662144
study2,insight,396,210,186,0.3839773259128999
study2,insight,397,193,181,0.25486199470675164
study2,insight,398,206,197,0.4553923665654012
study2,insight,399,226,179,0.4092424021163806
study2,insight,400,223,188,0.17380650148314622
study2,insight,401,199,191,0.13400524543247141
study2,insight,402,189,181,0.34918507355239253
study2,insight,403,202,198,0.4372866170153794
study2,insight,404,203,184,0.4297095024083276
study2,insight,405,190,202,0.44913979201309717
study2,insight,406,197,189,0.5688676479168264
study2,insight,407,200,195,0.36486902234933066
study2,insight,408,164,212,0.408411656664764
study2,insight,409,221,183,0.36240091996803686
study2,insight,410,195,192,0.42956145296009907
study2,insight,411,177,218,0.32044271094956184
study2,insight,412,198,181,0.47994916373315766
study2,insight,413,196,167,0.2773439434971211
study2,insight,414,193,183,0.4846527051471323
study2,insight,415,185,201,0.4090977621944523
study2,insight,416,182,197,0.6624008764012486
study2,insight,417,204,187,0.42709641732072606
study2,insight,418,198,182,0.7064662981838238
study2,insight,419,196,182,0.21950100512716975
study2,insight,420,179,208,0.5384013879496086
study2,insight,421,178,209,0.6082866816351726
study2,insight,422,218,184,0.661449592988443
study2,insight,423,215,181,0.2945992842335846
study2,insight,424,190,206,-0.23668451822936964
study2,insight,425,202,206,0.5763348230616582
study2,insight,426,192,187,0.3498346624092432
study2,insight,427,207,196,0.19207233935236787
study2,insight,428,164,209,0.529909014477898
study2,insight,429,211,187,-0.08876773372706105
study2,insight,430,191,211,0.23948828770775393
study2,insight,431,209,202,0.5360926009553378
study2,insight,432,178,208,0.2579039256617738
study2,insight,433,206,167,0.49878330318886177
study2,insight,434,205,183,0.2727345260094209
study2,insight,435,178,215,0.4890232523902548
study2,insight,436,201,186,0.368324065943555
study2,insight,437,193,190,0.5100014669215072
study2,insight,438,180,183,0.7148485725532467
study2,insight,439,192,190,0.36223762979740537
study2,insight,440,183,206,0.2972225781821589
study2,insight,441,222,174,-0.041110933727352465
study2,insight,442,217,175,0.5017780075714605
study2,insight,443,189,183,0.36880068693163925
study2,insight,444,191,183,0.33352361851392903
study2,insight,445,183,180,0.7221656137107524
study2,insight,446,191,205,0.42061268406948665
study2,insight,447,219,164,0.3750430548353532
study2,insight,448,189,205,0.450287396949093
study2,insight,449,164,230,0.6700674674255988
study2,insight,450,184,201,0.08726432938980719
study2,insight,451,210,179,0.31379899726138677
study2,insight,452,189,191,0.36607215778928315
study2,insight,453,210,176,0.34093249685624244
study2,insight,454,202,178,0.679163377280024
study2,insight,455,177,205,0.1952481547118561
study2,insight,456,189,203,0.5152128385147079
study2,insight,457,194,195,0.6036105453027649
study2,insight,458,200,180,0.636381210529169
study2,insight,459,188,188,-0.09636038529283471
study2,insight,460,175,201,0.4288236478864101
study2,insight,461,204,186,0.4540835696788973
study2,insight,462,215,168,0.4968855820236789
study2,insight,463,211,165,0.659529070543752
study2,insight,464,201,175,0.2534539998942113
study2,insight,465,184,195,0.5643873583707458
study2,insight,466,151,221,0.5715482525446332
study2,insight,467,219,164,0.6361684306916544
study2,insight,468,178,209,0.27548136394147327
study2,insight,469,192,187,0.4343232862779597
study2,insight,470,193,187,0.2195813707535301
study2,insight,471,185,195,0.5677492716022636
study2,insight,472,203,201,0.5363054791953974
study2,insight,473,208,181,0.42516324772262054
study2,insight,474,201,195,0.44337002786597557
study2,insight,475,183,217,0.2468757151189839
study2,insight,476,195,188,0.5877835664671127
study2,insight,477,184,204,0.49376763871936213
study2,insight,478,205,188,0.38654354454580253
study2,insight,479,186,177,0.5571251180180478
study2,insight,480,213,150,0.2659606700713104
study2,insight,481,200,189,0.4120261837860979
study2,insight,482,210,189,0.49125787166723955
study2,insight,483,188,188,0.581440833288448
study2,insight,484,199,190,0.7261735842094436
study2,insight,485,197,182,0.5234830002751528
study2,insight,486,205,175,0.34303114365440734
study2,insight,487,198,203,0.3845986468068104
study2,insight,488,191,199,0.13178256990490347
study2,insight,489,191,206,0.7143481980462122
study2,insight,490,194,203,0.6032503133951785
study2,insight,491,185,207,0.5146205608431652
study2,insight,492,214,164,0.6168209465249224
study2,insight,493,199,180,0.7290103227803018
study2,insight,494,171,205,0.6433173937976402
study2,insight,495,187,185,0.38678019896725696
study2,insight,496,171,205,0.5353315692471012
study2,insight,497,181,224,0.5247363925893974
study2,insight,498,207,180,0.42220502777838415
study2,insight,499,219,168,0.6144213809727221
study2,insight,500,166,212,0.5249208056747591
study2,insight,501,192,200,0.15442864445746335
study2,insight,502,194,188,0.30250354832721654
study2,insight,503,193,199,0.2724793517984531
study2,insight,504,194,186,0.4243326180915395
study2,insight,505,208,188,0.535705737904525
study2,insight,506,194,185,0.5479609689960396
study2,insight,507,198,183,0.4675963627419221
study2,insight,508,190,212,0.21430813784893119
study2,insight,509,173,200,0.46571113960439947
study2,insight,510,196,167,0.37592833395071795
study2,insight,511,192,205,0.31671208973782977
study2,insight,512,198,178,0.5450372195514526
study2,insight,513,195,195,0.6339852393722315
study2,insight,514,172,200,0.4614776637775214
study2,insight,515,194,209,0.8000073013819144
study2,insight,516,154,209,0.1452810418588471
study2,insight,517,189,174,0.6640869009274722
study2,insight,518,173,210,0.058221647376683006
study2,insight,519,171,199,0.410845232729225
study2,insight,520,223,158,0.2728917608105056
study2,insight,521,210,183,0.6391085501692086
study2,insight,522,202,161,0.4131632233271808
study2,insight,523,158,229,0.63819818761799
study2,insight,524,188,215,0.31496634493565373
study2,insight,525,192,197,0.06691582791433379
study2,insight,526,189,197,-0.11686496969126556
study2,insight,527,148,221,0.6092418893947691
study2,insight,528,179,216,0.36776606985618226
study2,insight,529,181,188,0.4568469986404647
study2,insight,530,195,191,0.6016940313272279
study2,insight,531,204,193,0.463378649872149
study2,insight,532,175,206,0.7225216318699983
study2,insight,533,168,232,0.31788051601736106
study2,insight,534,223,173,0.384880027787467
study2,insight,535,165,204,0.6382665557326885
study2,insight,536,175,205,0.10954038930449121
study2,insight,537,169,217,0.5631317641908539
study2,insight,538,189,204,0.47327916693068206
study2,insight,539,179,201,0.33382454867198974
study2,insight,540,215,177,0.5771876517783785
study2,insight,541,196,211,0.27185496979294893
study2,insight,542,199,204,0.40033865982608696
study2,insight,543,205,182,0.2460019606793454
study2,insight,544,167,213,0.5052702822553835
study2,insight,545,211,168,0.07926082072044446
study2,insight,546,192,202,0.3179988868351526
study2,insight,547,197,209,0.5558389312278792
study2,insight,548,188,199,0.43708014491591246
study2,insight,549,207,184,0.28145268854360744
study2,insight,550,157,223,0.43377058904585786
study2,insight,551,181,214,0.21958248368281658
study2,insight,552,229,154,0.49446116880365715
study2,insight,553,201,179,0.3652569116788879
study2,insight,554,205,171,0.4818725545155186
study2,insight,555,185,194,0.5411053272811429
study2,insight,556,213,157,0.8440198741532847
study2,insight,557,201,202,0.2629888249314283
study2,insight,558,192,186,0.25559286898823463
study2,insight,559,187,189,0.5656874164274767
study2,insight,560,196,181,0.13522296278145668
study2,insight,561,184,199,0.5401385873422312
study2,insight,562,204,182,0.3900553024579963
study2,insight,563,192,187,0.7851951799163451
study2,insight,564,196,199,0.328449843376604
study2,insight,565,187,206,0.37060106861648057
study2,insight,566,191,206,0.5286538583682733
study2,insight,567,182,194,0.37649416416791753
study2,insight,568,180,193,0.47515473453135754
study2,insight,569,217,180,0.6329268604692366
study2,insight,570,198,197,0.589501410148146
study2,insight,571,201,197,0.1823779548989025
study2,insight,572,203,193,0.2599003214496637
study2,insight,573,203,183,0.6832837932538011
study2,insight,574,186,190,0.14250658908104166
study2,insight,575,195,181,0.6540310487275734
study2,insight,576,187,205,0.33125838050236894
study2,insight,577,210,193,0.3441571057730925
study2,insight,578,203,202,0.34310151038237013
study2,insight,579,178,198,0.5885776004595998
study2,insight,580,199,203,0.5134930968288752
study2,insight,581,156,213,0.42702892575859486
study2,insight,582,212,185,0.518068906409741
study2,insight,583,194,199,0.6392336653895986
study2,insight,584,181,203,0.6062624724643185
study2,insight,585,165,221,0.2967147701231609
study2,insight,586,221,184,0.648175616023726
study2,insight,587,198,197,0.3027475678440225
study2,insight,588,177,220,0.5241302105678005
study2,insight,589,176,187,0.43746519385619814
study2,insight,590,192,190,0.12147582182580027
study2,insight,591,187,199,0.29963888411879325
study2,insight,592,220,166,0.4864509988026881
study2,insight,593,225,168,0.4336595274531533
study2,insight,594,178,185,0.41536378859332046
study2,insight,595,200,192,0.38990388831055306
study2,insight,596,172,210,0.3546051877849245
study2,insight,597,227,176,0.08662782160144399
study2,insight,598,217,176,0.4583360476221584
study2,insight,599,188,188,0.3574475440041476
study2,insight,600,233,150,0.5536332101029513
study2,insight,601,173,205,0.7463576775158042
study2,insight,602,186,204,0.3888853265845953
study2,insight,603,178,200,0.30600055203293086
study2,insight,604,182,197,0.19382543629932694
study2,insight,605,184,213,0.6913591155295161
study2,insight,606,160,227,0.37135605096434
study2,insight,607,213,189,0.2969391194872598
study2,insight,608,216,164,0.13804068576620118
study2,insight,609,208,178,0.57576160641111
study2,insight,610,197,199,0.3045619603514377
study2,insight,611,189,198,0.07081542363891517
study2,insight,612,212,179,0.04061464085934838
study2,insight,613,217,173,0.4788483976450174
study2,insight,614,218,164,0.31077345120097444
study2,insight,615,187,205,0.4468780340865634
study2,insight,616,216,187,0.6016706036294251
study2,insight,617,163,224,0.3296675154684762
study2,insight,618,171,205,0.2466441990658061
study2,insight,619,189,204,0.5502743488534175
study2,insight,620,215,170,0.5049959889925868
study2,insight,621,189,201,0.48424808044261003
study2,insight,622,208,178,0.5098031124174187
study2,insight,623,194,184,0.2551254906549961
study2,insight,624,186,200,0.3298516037937004
study2,insight,625,174,206,0.23831101650759678
study2,insight,626,188,192,0.5297997108104527
study2,insight,627,190,203,0.6981652346991977
study2,insight,628,223,174,0.5133761097715458
study2,insight,629,188,204,0.482295684294586
study2,insight,630,172,191,0.5942873278406484
study2,insight,631,244,156,0.6258838908313384
study2,insight,632,224,167,0.3699788199352657
study2,insight,633,189,216,0.5903780374130498
study2,insight,634,216,153,0.527804070960912
study2,insight,635,215,157,0.41274034993669567
study2,insight,636,192,196,0.49633205211639675
study2,insight,637,176,204,0.3542144850337338
study2,insight,638,239,160,0.41267179558871986
study2,insight,639,208,185,0.4104333747841062
study2,insight,640,185,194,0.4898977992414336
study2,insight,641,220,153,0.3692119529490216
study2,insight,642,172,206,0.6447193349487675
study2,insight,643,197,179,0.5702893534649248
study2,insight,644,209,184,0.48318565660353247
study2,insight,645,198,175,-0.08110947748951218
study2,insight,646,198,196,0.6196032921438731
study2,insight,647,179,199,0.49588811735936666
study2,insight,648,185,207,0.6752009826149153
study2,insight,649,197,179,0.406076011745641
study2,insight,650,179,190,0.25340669121813764
study2,insight,651,178,232,0.26654389540497714
study2,insight,652,189,196,0.7252260355906657
study2,insight,653,206,187,0.6691547724998381
study2,insight,654,213,181,0.25823482061854564
study2,insight,655,190,203,0.30576976720373544
study2,insight,656,156,224,0.34861625794858825
study2,insight,657,168,229,0.6508699196054275
study2,insight,658,197,199,0.536187224353137
study2,insight,659,199,193,0.678818213112496
study2,insight,660,197,179,0.6415017521080011
study2,insight,661,184,202,0.7037286446815809
study2,insight,662,185,191,0.41493113402870524
study2,insight,663,197,186,0.20653922040675712
study2,insight,664,179,200,0.5340570753000602
study2,insight,665,205,185,0.6772837028623638
study2,insight,666,197,183,0.09180366050412882
study2,insight,667,216,171,0.634399656225715
study2,insight,668,167,213,0.5028594537492727
study2,insight,669,200,163,0.5573232856613125
study2,insight,670,181,199,0.5167394621759701
study2,insight,671,200,209,0.5068815580952457
study2,insight,672,171,222,0.5131797401766679
study2,insight,673,195,200,0.582673282235278
study2,insight,674,184,219,0.394919296293737
study2,insight,675,200,189,0.4384050149590894
study2,insight,676,174,220,0.5776381079200721
study2,insight,677,213,176,0.4413426379529866
study2,insight,678,204,200,0.3889421735028387
study2,insight,679,203,199,0.3775793858194157
study2,insight,680,218,181,0.3328018808863253
study2,insight,681,185,187,0.41054565262933435
study2,insight,682,204,185,0.42442189735820623
study2,insight,683,209,203,-0.02763089633376258
study2,insight,684,166,204,0.487933398249028
study2,insight,685,180,209,0.46023118607839775
study2,insight,686,198,195,0.19933920174704164
study2,insight,687,186,210,0.30225194196783517
study2,insight,688,154,242,0.41998818537140126
study2,insight,689,185,184,0.5766723818952165
study2,insight,690,182,194,0.5714946301652263
study2,insight,691,176,193,0.3258453489805721
study2,insight,692,189,174,0.23542738128574978
study2,insight,693,202,183,0.2648647930173558
study2,insight,694,185,195,0.40469933517844375
study2,insight,695,190,196,0.4331542298029968
study2,insight,696,186,192,0.4012967986827476
study2,insight,697,178,210,0.4175464656766054
study2,insight,698,179,217,0.7703294456817432
study2,insight,699,182,213,0.5935906377456859
study2,insight,700,175,228,0.5793998615793584
study2,insight,701,183,203,0.5416581454896894
study2,insight,702,166,197,0.5857892776339922
study2,insight,703,187,201,0.25217258904255885
study2,insight,704,195,184,0.31817814986148657
study2,insight,705,240,163,0.5947589010507022
study2,insight,706,187,205,0.3681544593421084
study2,insight,707,179,212,0.21590322352983374
study2,insight,708,191,199,0.4784251292105608
study2,insight,709,203,167,0.6372918437228675
study2,insight,710,183,203,0.3345450947612897
study2,insight,711,190,202,0.28603527747571855
study2,insight,712,213,174,0.537722992691539
study2,insight,713,171,212,0.3651011818039673
study2,insight,714,174,209,0.43847794206295476
study2,insight,715,201,196,0.41056881436212356
study2,insight,716,204,193,0.1936899771383004
study2,insight,717,176,211,0.6508516683066937
study2,insight,718,157,228,0.37419967756384054
study2,insight,719,214,180,0.5467738845086931
study2,insight,720,212,176,0.48799396128120115
study2,insight,721,195,181,0.3723221707030233
study2,insight,722,153,223,0.6513822381628765
study2,insight,723,206,179,0.7029391574640448
study2,insight,724,193,194,0.35067796036619736
study2,insight,725,183,208,0.5675941897724502
study2,insight,726,228,174,0.5417000106320821
study2,insight,727,168,212,0.24892705557180536
study2,insight,728,188,191,0.4327791395556384
study2,insight,729,174,206,0.7529095296511816
study2,insight,730,203,206,0.5703714540607588
study2,insight,731,181,193,0.26700638208586785
study2,insight,732,188,188,0.40884043775257556
study2,insight,733,178,218,0.29807037062964353
study2,insight,734,162,208,0.4462517151675951
study2,insight,735,141,235,0.49296057973247653
study2,insight,736,163,210,0.3913489172560133
study2,insight,737,213,182,0.4770174003942035
study2,insight,738,184,189,0.6254191186707525
study2,insight,739,176,224,0.46659705685503483
study2,insight,740,157,227,0.43492525522656733
study2,insight,741,204,188,0.5461388371751904
study2,insight,742,194,187,0.419231993846202
study2,insight,743,194,182,0.5496011792257294
study2,insight,744,181,198,0.2527375498865537
study2,insight,745,216,171,0.5706558257334267
study2,insight,746,212,190,0.3876420309028393
study2,insight,747,210,180,0.5047086355374646
study2,insight,748,231,155,0.4783503195221094
study2,insight,749,203,177,-0.1564756555084241
study2,insight,750,191,195,0.535897999706142
study2,insight,751,184,201,0.6746401313235714
study2,insight,752,201,168,0.31464145532331184
study2,insight,753,214,173,0.48488103916389863
study2,insight,754,189,207,0.3981676275732782
study2,insight,755,176,197,0.5505445946631246
study2,insight,756,163,226,0.32249507035084674
study2,insight,757,168,211,0.4874084177408023
study2,insight,758,193,179,0.3991131596473001
study2,insight,759,197,181,0.6524675038157478
study2,insight,760,166,221,0.3479004219813278
study2,insight,761,201,196,0.47571544676221555
study2,insight,762,204,175,0.43835846192174216
study2,insight,763,194,186,0.6066849678940498
study2,insight,764,151,212,0.5792427408048004
study2,insight,765,192,181,0.19636574860740902
study2,insight,766,184,194,0.3479112175061791
study2,insight,767,194,193,0.6039187698199169
study2,insight,768,178,224,0.551675366372725
study2,insight,769,180,213,0.39915424181416437
study2,insight,770,174,217,0.6093359448285859
study2,insight,771,198,172,0.4489038827339303
study2,insight,772,179,190,0.4011614426865458
study2,insight,773,202,194,0.3232555303219094
study2,insight,774,215,158,0.2570203271374286
study2,insight,775,213,194,0.5033447846641986
study2,insight,776,203,200,0.5304292567928034
study2,insight,777,186,209,0.4435236160906639
study2,insight,778,178,221,0.4649316201500729
study2,insight,779,209,167,0.6832479473216632
study2,insight,780,202,184,0.46463297509130247
study2,insight,781,184,212,0.36695523048135154
study2,insight,782,188,203,0.30416288486433196
study2,insight,783,185,178,0.6045117813108208
study2,insight,784,221,177,0.48841605070851435
study2,insight,785,215,161,0.39476204259112774
study2,insight,786,181,212,0.5513285902996244
study2,insight,787,195,196,0.7197551141169788
study2,insight,788,206,186,0.42263213153065915
study2,insight,789,204,199,0.11721477442452738
study2,insight,790,212,177,0.42282468294338077
study2,insight,791,173,203,0.24377116999867204
study2,insight,792,196,183,0.4007525362195115
study2,insight,793,164,216,0.592299073405114
study2,insight,794,200,185,0.4515640442277179
study2,insight,795,192,180,0.4348224364760406
study2,insight,796,203,191,0.3904843039407776
study2,insight,797,207,190,0.4514001072825966
study2,insight,798,162,218,0.46465183751430206
study2,insight,799,205,182,0.16921948156841765
study2,insight,800,182,220,0.5817080013655308
study2,insight,801,207,189,0.0033786191849059354
study2,insight,802,184,204,0.10659165350757256
study2,insight,803,165,214,0.5277155596009994
study2,insight,804,183,187,0.46284163938495176
study2,insight,805,165,218,0.14019027881802013
study2,insight,806,182,187,0.5172473854439025
study2,insight,807,180,211,0.29027671017144757
study2,insight,808,184,195,0.5494682272694633
study2,insight,809,218,171,0.3635978814372999
study2,insight,810,213,169,0.42353605434162317
study2,insight,811,181,212,0.3467415360115347
study2,insight,812,200,183,0.45604717411522094
study2,insight,813,164,199,0.2863636167233702
study2,insight,814,202,194,0.20904889037443422
study2,insight,815,221,157,0.3901415509988132
study2,insight,816,196,187,0.32849953967041123
study2,insight,817,178,202,0.6405471514222288
study2,insight,818,183,196,0.5330659168262378
study2,insight,819,175,198,0.571264854856567
study2,insight,820,174,236,0.3801500054358896
study2,insight,821,189,187,0.7885677373078402
study2,insight,822,208,202,0.2839789478084387
study2,insight,823,227,162,0.3372214497269593
study2,insight,824,177,200,0.7600781528362491
study2,insight,825,175,199,0.27688312951046096
study2,insight,826,167,233,0.34821465592800566
study2,insight,827,169,226,0.5307975872427305
study2,insight,828,169,211,0.1614312622441891
study2,insight,829,205,180,0.42597749532586276
study2,insight,830,167,221,0.12227659740825837
study2,insight,831,177,199,0.28433258478026463
study2,insight,832,218,162,0.5851657803836593
study2,insight,833,174,202,0.2773445230000985
study2,insight,834,219,168,0.5647832466132415
study2,insight,835,180,206,0.4760895667062466
study2,insight,836,192,197,0.46774490376537387
study2,insight,837,215,180,0.2271689477840312
study2,insight,838,242,168,0.6734601650407468
study2,insight,839,195,197,0.3455930644899445
study2,insight,840,183,180,0.22398917937490168
study2,insight,841,167,207,0.7503785284613471
study2,insight,842,200,172,0.6513806692695279
study2,insight,843,189,203,0.4028118627272224
study2,insight,844,223,174,0.6415060971559117
study2,insight,845,171,209,0.2881587284858682
study2,insight,846,222,171,0.6197546770242118
study2,insight,847,183,209,0.1824518777756126
study2,insight,848,175,201,0.5004461380078173
study2,insight,849,212,189,0.6174032594934709
study2,insight,850,188,204,0.5777146310376318
study2,insight,851,194,209,0.38896662031056384
study2,insight,852,197,182,0.49284499771712686
study2,insight,853,188,182,0.40554156805905667
study2,insight,854,199,185,0.6502151790680651
study2,insight,855,170,223,0.5368581448499976
study2,insight,856,204,165,0.3282485132586285
study2,insight,857,200,179,0.6963983518515291
study2,insight,858,216,174,0.5272787000245936
study2,insight,859,172,219,0.3997407522373531
study2,insight,860,220,160,0.40299868620175744
study2,insight,861,209,180,0.21893491082203462
study2,insight,862,189,190,0.6646887117925799
study2,insight,863,201,196,0.6970672517055257
study2,insight,864,152,224,0.6092062056739702
study2,insight,865,203,184,0.3221459958378153
study2,insight,866,253,127,0.4996706040945863
study2,insight,867,212,175,0.3618738515562297
study2,insight,868,216,185,0.6367669385893121
study2,insight,869,171,208,-0.07104025915660073
study2,insight,870,173,214,0.7401687036054649
study2,insight,871,206,185,0.5177641481263572
study2,insight,872,219,163,0.4885674034950493
study2,insight,873,221,190,0.3361281165169745
study2,insight,874,188,175,0.46158897410161737
study2,insight,875,195,201,0.5489339947166885
study2,insight,876,199,193,0.708728649424015
study2,insight,877,169,229,0.2566519092075292
study2,insight,878,217,163,0.132704021228976
study2,insight,879,187,182,0.6203455071903913
study2,insight,880,226,164,0.3451710387563006
study2,insight,881,178,209,0.3694875848371269
study2,insight,882,222,141,0.5062454818459783
study2,insight,883,197,192,0.18485969467443494
study2,insight,884,207,190,0.4746714257121015
study2,insight,885,205,174,0.6909506850143073
study2,insight,886,206,180,0.7406977439787253
study2,insight,887,168,205,0.5835889578130908
study2,insight,888,210,166,0.6248799815154686
study2,insight,889,238,136,0.24254144161035995
study2,insight,890,160,210,0.43439633497916413
study2,insight,891,187,210,0.4058995532269364
study2,insight,892,209,199,0.37966457701400935
study2,insight,893,189,187,0.34806274275194005
study2,insight,894,221,175,0.3206706095382443
study2,insight,895,197,187,0.2501981769261598
study2,insight,896,182,207,0.12953556465488042
study2,insight,897,210,169,0.18707824179952864
study2,insight,898,195,190,0.5695232939603656
study2,insight,899,192,195,0.3413540724772929
study2,insight,900,207,201,0.6618416529949366
study2,insight,901,207,180,0.5622444812302217
study2,insight,902,216,176,0.490575952866307
study2,insight,903,205,158,0.36877936551020435
study2,insight,904,175,197,0.5259907032692698
study2,insight,905,215,177,0.6852070768359385
study2,insight,906,157,206,0.359470635361745
study2,insight,907,222,169,0.4358927021073265
study2,insight,908,181,195,0.29735310333240333
study2,insight,909,184,179,0.3924192653656422
study2,insight,910,217,157,0.13521475455911747
study2,insight,911,198,172,0.3668030880926383
study2,insight,912,173,210,0.41375227925277297
study2,insight,913,222,166,0.6143187070949189
study2,insight,914,226,161,0.2470290820681245
study2,insight,915,180,198,0.2835189430878076
study2,insight,916,193,204,0.21085918098276527
study2,insight,917,204,169,0.497066985344534
study2,insight,918,179,213,0.6748689936011353
study2,insight,919,212,187,0.5041945848484991
study2,insight,920,170,200,-0.06263253298044259
study2,insight,921,203,180,0.596778260945672
study2,insight,922,203,179,0.3559401111737558
study2,insight,923,188,204,0.33780208860457994
study2,insight,924,175,212,0.3479952370685367
study2,insight,925,192,193,0.6611961519426507
study2,insight,926,237,155,0.47524848430281896
study2,insight,927,196,200,0.4630455013838702
study2,insight,928,180,183,0.5838954545829343
study2,insight,929,169,203,0.2171539429768938
study2,insight,930,208,155,0.28467999397867744
study2,insight,931,187,196,0.13230431293253345
study2,insight,932,205,185,-0.0468825143588373
study2,insight,933,187,176,0.3666213238361065
study2,insight,934,200,202,-0.07288723078957586
study2,insight,935,165,215,0.46898171296665675
study2,insight,936,186,186,0.6787546393205277
study2,insight,937,207,176,0.018821224255817216
study2,insight,938,173,219,0.24152636386573478
study2,insight,939,204,189,0.4881855625566201
study2,insight,940,190,206,0.5062482156676231
study2,insight,941,191,188,0.617397949853574
study2,insight,942,163,215,0.3475479932113881
study2,insight,943,211,182,0.576680515301799
study2,insight,944,178,185,0.19675712356820593
study2,insight,945,175,205,0.3303797756540224
study2,insight,946,235,145,0.5050757877833498
study2,insight,947,164,223,0.4386797030552669
study2,insight,948,184,195,0.5688309472416175
study2,insight,949,194,169,0.4703900853844853
study2,insight,950,203,200,0.4086096295182371
study2,insight,951,208,182,0.4038001270473715
study2,insight,952,199,205,0.4412359061897233
study2,insight,953,178,209,0.5189942927189617
study2,insight,954,204,172,0.2511870692967297
study2,insight,955,163,217,0.4461048119432264
study2,insight,956,208,168,0.6970899780606337
study2,insight,957,216,179,0.3247446292347021
study2,insight,958,173,190,0.4674155079438031
study2,insight,959,215,164,0.30008422988666233
study2,insight,960,178,204,0.3349453022500913
study2,insight,961,183,209,0.3008547241651703
study2,insight,962,208,187,0.6139791581209685
study2,insight,963,196,181,0.3751568007067791
study2,insight,964,171,192,0.14092955640453675
study2,insight,965,211,175,0.6036634642489104
study2,insight,966,185,194,0.518783416007143
study2,insight,967,191,188,0.1700696522449393
study2,insight,968,192,210,0.3200190024982562
study2,insight,969,184,199,0.5831796355843344
study2,insight,970,213,180,0.4441928354542068
study2,insight,971,235,163,0.7031610642532291
study2,insight,972,215,180,0.4806135933972899
study2,insight,973,184,198,0.3564104772010346
study2,insight,974,205,187,0.5090801602262474
study2,insight,975,194,203,0.21620377874111496
study2,insight,976,209,183,0.18137193274125826
study2,insight,977,207,183,0.24685606959976444
study2,insight,978,202,198,0.020693486942383883
study2,insight,979,185,208,0.3042520813267149
study2,insight,980,195,190,0.435776127001451
study2,insight,981,203,186,0.3186368617458659
study2,insight,982,185,213,0.5509064190424282
study2,insight,983,187,193,0.2022151245722956
study2,insight,984,214,176,0.3584373810751951
study2,insight,985,192,207,0.38458261552958506
study2,insight,986,206,205,0.3227032957245749
study2,insight,987,205,181,0.6924606486461448
study2,insight,988,183,197,0.17895626033039458
study2,insight,989,193,194,0.3681794420363216
study2,insight,990,225,172,0.5673497756415956
study2,insight,991,230,169,0.4113900971818516
study2,insight,992,167,209,0.5072033008687022
study2,insight,993,148,228,0.5145181981538958
