study,dimension,iteration,nc1,nc2,cor
study1,insight,266,176,168,0.59958596925627206
study1,insight,267,185,151,0.7812637429425716
study1,insight,268,203,150,0.7555728227691236
study1,insight,269,165,169,0.6927921021996757
study1,insight,270,189,179,0.7385502839972488
study1,insight,271,160,203,0.6732550596846586
study1,insight,272,199,140,0.7379455193102334
study1,insight,273,172,166,0.6166459780162772
study1,insight,274,134,221,0.751498180324101
study1,insight,275,178,158,0.6448381220882781
study1,insight,276,183,158,0.5729575261938635
study1,insight,277,136,184,0.6909674855540432
study1,insight,278,167,203,0.8095424000494015
study1,insight,279,144,172,0.6876958057049636
study1,insight,280,187,163,0.6160450267217608
study1,insight,281,161,187,0.7502386889392233
study1,insight,282,205,169,0.41757698616688665
study1,insight,283,203,151,0.7247070056825469
study1,insight,284,176,168,0.6114325924168326
study1,insight,285,154,195,0.8725707847765513
study1,insight,286,166,169,0.7165912660344756
study1,insight,287,173,135,0.6690392284117114
study1,insight,288,163,179,0.6846162787429635
study1,insight,289,182,189,0.5633962149667359
study1,insight,290,202,168,0.40475621401820255
study1,insight,291,197,138,0.6638531956528801
study1,insight,292,158,183,0.7076908842063901
study1,insight,293,153,166,0.6050661978322606
study1,insight,294,151,199,0.6002234444045194
study1,insight,295,148,188,0.5861395463035538
study1,insight,296,154,177,0.7908727240328082
study1,insight,297,203,147,0.667604290421155
study1,insight,298,152,193,0.6855038780615759
study1,insight,299,176,172,0.7562008963876237
study1,insight,300,224,158,0.6469203436382089
study1,insight,301,193,149,0.7025854377700782
study1,insight,302,139,194,0.6050645199119361
study1,insight,303,162,175,0.6291888804146465
study1,insight,304,162,158,0.7410877743908476
study1,insight,305,174,182,0.7855095248908799
study1,insight,306,183,170,0.8093662761162007
study1,insight,307,209,113,0.7164869880437371
study1,insight,308,185,172,0.7468370245622785
study1,insight,309,144,169,0.7519331146644087
study1,insight,310,148,214,0.7943800361591612
study1,insight,311,172,162,0.6112169725332952
study1,insight,312,162,186,0.7595145294487687
study1,insight,313,173,148,0.6946562226859399
study1,insight,314,156,167,0.664430501336891
study1,insight,315,187,128,0.8080525059229303
study1,insight,316,154,203,0.6748660905564673
study1,insight,317,199,184,0.7596385825415441
study1,insight,318,142,190,0.5482225887421377
study1,insight,319,186,143,0.6333430194431315
study1,insight,320,172,173,0.5307012236279598
study1,insight,321,147,202,0.5917903778662953
study1,insight,322,203,154,0.5382930005070045
study1,insight,323,172,154,0.6995526526637081
study1,insight,324,155,179,0.6591246344754493
study1,insight,325,155,167,0.4805839773595969
study1,insight,326,185,145,0.7241364295805687
study1,insight,327,174,163,0.36062910540079984
study1,insight,328,194,172,0.8443020083458461
study1,insight,329,145,169,0.5161970446849834
study1,insight,330,188,163,0.7667937267928168
study1,insight,331,151,188,0.7685438559699405
study1,insight,332,171,176,0.8424028969899486
study1,insight,333,168,173,0.6439565570737846
study1,insight,334,170,177,0.8017543139391131
study1,insight,335,171,183,0.6560833457392599
study1,insight,336,180,126,0.6194541482568652
study1,insight,337,175,172,0.6977306232341158
study1,insight,338,142,210,0.764215893833803
study1,insight,339,165,184,0.46669830655313294
study1,insight,340,145,202,0.3175249785711111
study1,insight,341,157,176,0.7533370333092992
study1,insight,342,179,183,0.6719351672439293
study1,insight,343,180,166,0.6483696654103609
study1,insight,344,164,185,0.6125751875190866
study1,insight,345,192,170,0.785090747427289
study1,insight,346,204,186,0.8254003253834412
study1,insight,347,199,158,0.5324248141250025
study1,insight,348,157,191,0.5908037261583887
study1,insight,349,206,154,0.7088039093128048
study1,insight,350,183,167,0.6236856763098767
study1,insight,351,164,159,0.5389243974772663
study1,insight,352,141,183,0.5769718523165109
study1,insight,353,180,174,0.461520623251408
study1,insight,354,186,182,0.5500787453924542
study1,insight,355,177,152,0.5649769614222244
study1,insight,356,167,167,0.6194378746368646
study1,insight,357,159,179,0.6489386729685704
study1,insight,358,163,198,0.8858837902452869
study1,insight,359,210,141,0.711330467653115
study1,insight,360,176,152,0.681009689280095
study1,insight,361,188,141,0.6541226947376325
study1,insight,362,182,160,0.5233163289083409
study1,insight,363,164,172,0.5752612947866486
study1,insight,364,167,166,0.622473496148279
study1,insight,365,177,159,0.5278527643045139
study1,insight,366,190,151,0.6985739960665688
study1,insight,367,147,169,0.6750175334162974
study1,insight,368,200,153,0.65309613209602
study1,insight,369,183,145,0.5388653979847935
study1,insight,370,169,148,0.6450618876835966
study1,insight,371,143,200,0.7353511804704183
study1,insight,372,148,219,0.5676823199196785
study1,insight,373,184,163,0.7170141383603401
study1,insight,374,193,147,0.4446777100310909
study1,insight,375,196,204,0.643685189224647
study1,insight,376,170,205,0.6637659599696254
study1,insight,377,159,180,0.6860207518986979
study1,insight,378,182,181,0.5081046838161587
study1,insight,379,188,139,0.4072291884708198
study1,insight,380,180,168,0.9027751494770541
study1,insight,381,168,173,0.5506234825581496
study1,insight,382,145,188,0.5509744708865835
study1,insight,383,151,191,0.7333892192417443
study1,insight,384,150,189,0.6970174707355398
study1,insight,385,183,169,0.7128661204957264
study1,insight,386,189,135,0.4419617569730511
study1,insight,387,117,185,0.46906369651314866
study1,insight,388,199,179,0.6333161582316167
study1,insight,389,164,154,0.6327153786839924
study1,insight,390,160,197,0.5724891835036243
study1,insight,391,193,174,0.6340160566601105
study1,insight,392,179,168,0.6212397865201073
study1,insight,393,158,179,0.40012289930188016
study1,insight,394,164,181,0.7573872758243678
study1,insight,395,187,183,0.6099588225417082
study1,insight,396,150,184,0.6565505134343429
study1,insight,397,146,189,0.8322687253252458
study1,insight,398,199,183,0.5807907622022673
study1,insight,399,156,149,0.6269343250796416
study1,insight,400,154,184,0.9099763384551377
study1,insight,401,201,174,0.4507453248646607
study1,insight,402,165,181,0.7564729337049864
study1,insight,403,178,203,0.79338699033413
study1,insight,404,167,166,0.48085782363125423
study1,insight,405,147,198,0.7874644121015405
study1,insight,406,179,149,0.6807187515668977
study1,insight,407,180,169,0.5865454480712612
study1,insight,408,156,179,0.7905186766035188
study1,insight,409,155,182,0.5907778415669741
study1,insight,410,130,206,0.6252560416525094
study1,insight,411,178,182,0.7392132306717797
study1,insight,412,184,194,0.8505098690609884
study1,insight,413,146,160,0.7784192782308399
study1,insight,414,152,176,0.787211693188764
study1,insight,415,209,162,0.7232747318041362
study1,insight,416,134,194,0.45460274563746406
study1,insight,417,176,169,0.7354634294036797
study1,insight,418,183,175,0.6243781536498236
study1,insight,419,134,226,0.6648793622046891
study1,insight,420,166,171,0.833036681566839
study1,insight,421,182,140,0.6643697026673577
study1,insight,422,178,172,0.5381276791066175
study1,insight,423,152,186,0.7327983158727346
study1,insight,424,126,224,0.7537934528953124
study1,insight,425,151,187,0.8544012425036436
study1,insight,426,174,168,0.519377809814486
study1,insight,427,153,167,0.7698591047042366
study1,insight,428,166,138,0.5356448007291473
study1,insight,429,179,154,0.6290812531214655
study1,insight,430,191,161,0.5433313277141586
study1,insight,431,155,190,0.7523283902075218
study1,insight,432,174,196,0.7705093089197034
study1,insight,433,167,179,0.5720934755830597
study1,insight,434,160,180,0.4985600560798921
study1,insight,435,156,179,0.5727081270652793
study1,insight,436,193,172,0.8676602066945517
study1,insight,437,153,197,0.6527632150823245
study1,insight,438,149,182,0.6083914154024637
study1,insight,439,162,169,0.9025714755240156
study1,insight,440,148,191,0.6134235697724137
study1,insight,441,163,175,0.9279515408886861
study1,insight,442,146,210,0.6130646300830225
study1,insight,443,210,168,0.4594777332600977
study1,insight,444,198,136,0.7194107919112191
study1,insight,445,151,183,0.6867089167017273
study1,insight,446,160,203,0.7128856943875564
study1,insight,447,167,194,0.7905216904816521
study1,insight,448,191,178,0.6357351320827115
study1,insight,449,196,177,0.7962752397956673
study1,insight,450,127,184,0.6450522740364673
study1,insight,451,169,200,0.7107876538433436
study1,insight,452,140,201,0.5650790495924878
study1,insight,453,144,184,0.7571793050163748
study1,insight,454,172,198,0.5702060241359154
study1,insight,455,151,166,0.5612437990704117
study1,insight,456,159,172,0.7829814924771359
study1,insight,457,147,176,0.6042720298668814
study1,insight,458,195,156,0.6285771209734988
study1,insight,459,232,136,0.6944323886805971
study1,insight,460,180,148,0.7238562970473458
study1,insight,461,141,211,0.5721998240608585
study1,insight,462,208,170,0.6881967309312601
study1,insight,463,162,151,0.5329288212446173
study1,insight,464,188,166,0.7531213702459385
study1,insight,465,149,206,0.7737753405055534
study1,insight,466,146,204,0.592139332609112
study1,insight,467,180,182,0.7446058733201614
study1,insight,468,144,188,0.591793763589066
study1,insight,469,211,137,0.5572676150047334
study1,insight,470,172,190,0.8410341377541733
study1,insight,471,177,151,0.6006231666769098
study1,insight,472,143,188,0.6005708930703136
study1,insight,473,198,135,0.39147478951464654
study1,insight,474,166,167,0.48992251073145887
study1,insight,475,145,207,0.6629068811660074
study1,insight,476,164,182,0.7621099661881379
study1,insight,477,159,137,0.5480086082870884
study1,insight,478,180,171,0.6806894440252537
study1,insight,479,213,169,0.7906270250639761
study1,insight,480,143,182,0.7173903837675811
study1,insight,481,188,146,0.7603825202186292
study1,insight,482,163,175,0.38257208631287637
study1,insight,483,144,174,0.7356926755723966
study1,insight,484,122,194,0.45758137262375065
study1,insight,485,197,147,0.6201051540031635
study1,insight,486,149,211,0.7086556475343775
study1,insight,487,167,155,0.7501440398838595
study1,insight,488,150,176,0.7007737738446582
study1,insight,489,190,183,0.6438272263703922
study1,insight,490,166,167,0.8221309144652102
study1,insight,491,167,141,0.5654974930049294
study1,insight,492,159,175,0.650106791402587
study1,insight,493,209,164,0.7425697019217732
study1,insight,494,176,169,0.7141075914376227
study1,insight,495,154,165,0.7910843495688549
study1,insight,496,162,191,0.612165574413171
study1,insight,497,180,160,0.6759287310842318
study1,insight,498,167,151,0.7450406830558378
study1,insight,499,194,150,0.6782567969827568
study1,insight,500,186,158,0.8337389029286459
study1,insight,501,182,186,0.6567313150209262
study1,insight,502,180,164,0.7297135346821857
study1,insight,503,196,165,0.7137461449997639
study1,insight,504,203,140,0.6840431312351969
study1,insight,505,193,161,0.7239643469580352
study1,insight,506,137,189,0.8209382459312531
study1,insight,507,193,161,0.6833531112886907
study1,insight,508,158,212,0.651249595376753
study1,insight,509,164,192,0.9350505416621879
study1,insight,510,187,157,0.6761081215633085
study1,insight,511,180,163,0.6467490551632141
study1,insight,512,157,176,0.5497476245945221
study1,insight,513,143,153,0.4384109839151593
study1,insight,514,172,130,0.714525616836024
study1,insight,515,192,147,0.530667391800172
study1,insight,516,207,157,0.8722107767296843
study1,insight,517,138,206,0.7148056312361654
study1,insight,518,190,162,0.8067457144044461
study1,insight,519,197,163,0.6518787914582108
study1,insight,520,179,206,0.6118843277062721
study1,insight,521,183,200,0.6124274192509316
study1,insight,522,168,171,0.6709579904520099
study1,insight,523,184,190,0.5274864690234542
study1,insight,524,164,184,0.7331390841713782
study1,insight,525,171,145,0.8561423747703135
study1,insight,526,163,198,0.4258244630255955
study1,insight,527,161,200,0.8355726910945737
study1,insight,528,168,149,0.7719238587599819
study1,insight,529,183,154,0.6575450952741645
study1,insight,530,190,173,0.800615597941656
study1,insight,531,147,183,0.7799583369473654
study1,insight,532,155,191,0.8340581521388888
study1,insight,533,183,150,0.5844692322940063
study1,insight,534,208,156,0.7882247052326093
study1,insight,535,201,159,0.7655314486128976
study1,insight,536,146,193,0.7557440176587734
study1,insight,537,174,178,0.46761132806732125
study1,insight,538,157,219,0.47823702182199385
study1,insight,539,175,160,0.8280551140445853
study1,insight,540,147,197,0.6618826026340301
study1,insight,541,166,192,0.45061299429623064
study1,insight,542,171,168,0.5590265732840535
study1,insight,543,171,208,0.570579852606204
study1,insight,544,153,193,0.6593951326939467
study1,insight,545,187,159,0.6618171805757866
study1,insight,546,177,145,0.345430994993988
study1,insight,547,162,185,0.6568659481286004
study1,insight,548,192,153,0.728860602451751
study1,insight,549,169,176,0.7238239288995039
study1,insight,550,175,186,0.5743100354855952
study1,insight,551,160,180,0.5643172944575626
study1,insight,552,201,135,0.5507297317343027
study1,insight,553,180,165,0.4925561281891096
study1,insight,554,163,200,0.4370521703103036
study1,insight,555,158,185,0.7112136718468005
study1,insight,556,178,160,0.6703911235094201
study1,insight,557,205,167,0.5800746707556687
study1,insight,558,193,157,0.8113068337738397
study1,insight,559,188,165,0.800510259074332
study1,insight,560,160,175,0.6015489333408097
study1,insight,561,173,168,0.7318458839606113
study1,insight,562,180,184,0.4777793777535459
study1,insight,563,155,167,0.7037608777261903
study1,insight,564,163,177,0.6683704895928412
study1,insight,565,146,156,0.7107853362552966
study1,insight,566,193,145,0.7179340921636083
study1,insight,567,181,175,0.5087483264570043
study1,insight,568,176,196,0.7239834531698592
study1,insight,569,151,213,0.7275877607372966
study1,insight,570,203,169,0.7109314300514629
study1,insight,571,200,166,0.4089878190384322
study1,insight,572,176,164,0.6197400772074184
study1,insight,573,178,149,0.8268254470274422
study1,insight,574,159,204,0.5265437880786946
study1,insight,575,159,173,0.5412291634416547
study1,insight,576,172,195,0.6599191152055289
study1,insight,577,170,168,0.7439818273857818
study1,insight,578,185,188,0.6265421704079684
study1,insight,579,156,198,0.7201341034763552
study1,insight,580,147,165,0.7736159610410391
study1,insight,581,166,158,0.5205890405747204
study1,insight,582,166,199,0.7362643118891675
study1,insight,583,196,165,0.8801987225250663
study1,insight,584,210,139,0.7443866512396552
study1,insight,585,183,156,0.6560295211291185
study1,insight,586,181,181,0.63753933405032
study1,insight,587,186,186,0.5706675247432845
study1,insight,588,173,150,0.5797561732082761
study1,insight,589,147,191,0.6658382227907492
study1,insight,590,162,193,0.6836361525743314
study1,insight,591,165,178,0.5910748816515757
study1,insight,592,159,170,0.5991933362729175
study1,insight,593,147,190,0.6464631186564208
study1,insight,594,170,160,0.5047776153096771
study1,insight,595,185,155,0.7469250500896876
study1,insight,596,158,166,0.7444560412065604
study1,insight,597,150,165,0.53983395117175
study1,insight,598,176,186,0.6896718626079142
study1,insight,599,210,145,0.6018640126385517
study1,insight,600,168,175,0.6973005317593586
study1,insight,601,172,150,0.48564717211685654
study1,insight,602,210,156,0.3071298888475828
study1,insight,603,187,176,0.8729585961917785
study1,insight,604,138,157,0.6040877218381564
study1,insight,605,176,175,0.7501991752390842
study1,insight,606,166,194,0.736583634726457
study1,insight,607,176,183,0.7244694284150066
study1,insight,608,200,141,0.5630236363823877
study1,insight,609,205,148,0.7311558213212408
study1,insight,610,155,198,0.6922807052869855
study1,insight,611,205,133,0.5499046668388716
study1,insight,612,134,191,0.7300537531838993
study1,insight,613,164,172,0.8503582708758205
study1,insight,614,169,160,0.576982251841566
study1,insight,615,158,183,0.7926923413786832
study1,insight,616,195,146,0.6736499286086051
study1,insight,617,150,190,0.3539625134987916
study1,insight,618,150,189,0.5432544989645139
study1,insight,619,224,158,0.4693814868319701
study1,insight,620,145,179,0.7494902971975957
study1,insight,621,183,173,0.7433015292798569
study1,insight,622,198,150,0.6645542215425213
study1,insight,623,166,199,0.6509099237271606
study1,insight,624,149,212,0.6365213223280397
study1,insight,625,157,182,0.7717130845062904
study1,insight,626,137,199,0.8278532746077518
study1,insight,627,165,148,0.800286764179077
study1,insight,628,158,175,0.772712243100541
study1,insight,629,166,185,0.7803923006957689
study1,insight,630,164,184,0.7558408219816142
study1,insight,631,164,196,0.6998736060266918
study1,insight,632,153,213,0.499976340836874
study1,insight,633,210,153,0.6391975689612325
study1,insight,634,191,144,0.8421791036747434
study1,insight,635,163,195,0.6888703956202235
study1,insight,636,166,181,0.7139804841586183
study1,insight,637,165,184,0.5191037851130887
study1,insight,638,196,156,0.8054827977931094
study1,insight,639,140,205,0.7388613976695327
study1,insight,640,190,184,0.7616823570263834
study1,insight,641,181,170,0.6031902476687877
study1,insight,642,176,195,0.7822546126991281
study1,insight,643,194,138,0.56861136725603445
study1,insight,644,185,158,0.7734431040795541
study1,insight,645,159,188,0.6191999162877859
study1,insight,646,177,191,0.4687476348631685
study1,insight,647,161,222,0.3189864469720194
study1,insight,648,196,147,0.5898011902989007
study1,insight,649,167,161,0.5629293937995701
study1,insight,650,182,180,0.6687680236035182
study1,insight,651,146,177,0.8546329200318056
study1,insight,652,198,154,0.5047838902065316
study1,insight,653,161,179,0.7464898164999545
study1,insight,654,195,143,0.7674170227589543
study1,insight,655,168,184,0.6564253816320025
study1,insight,656,174,181,0.747242268220433
study1,insight,657,146,168,0.459552380160164
study1,insight,658,135,191,0.653107644601042
study1,insight,659,171,189,0.5923752168050372
study1,insight,660,184,174,0.6893376248255991
study1,insight,661,145,185,0.8390229107356421
study1,insight,662,145,177,0.792879794894392
study1,insight,663,146,202,0.6116720691335371
study1,insight,664,224,153,0.5541948290511192
study1,insight,665,199,144,0.6737575447700666
study1,insight,666,199,164,0.6276891519660317
study1,insight,667,178,153,0.41155184869164413
study1,insight,668,155,175,0.6190692668920034
study1,insight,669,214,156,0.5797135685442959
study1,insight,670,175,185,0.7668483658126247
study1,insight,671,173,136,0.7532400009225055
study1,insight,672,167,172,0.6655314150405026
study1,insight,673,178,164,0.45501784011905094
study1,insight,674,169,162,0.7231735213137402
study1,insight,675,182,159,0.7037543867107446
study1,insight,676,167,178,0.6787702571629146
study1,insight,677,181,188,0.682606915313109
study1,insight,678,153,162,0.6826627237130293
study1,insight,679,208,150,0.787651298149437
study1,insight,680,123,210,0.7295703438714737
study1,insight,681,163,167,0.6813208096956306
study1,insight,682,193,149,0.7457310674080945
study1,insight,683,145,177,0.7402401172185151
study1,insight,684,203,158,0.6040061930436371
study1,insight,685,155,190,0.710825697077111
study1,insight,686,176,189,0.6270348479578144
study1,insight,687,167,184,0.7677691063037452
study1,insight,688,194,142,0.7399854166043559
study1,insight,689,186,172,0.8008964192757422
study1,insight,690,154,199,0.43995162258424964
study1,insight,691,177,214,0.743084940512825
study1,insight,692,192,176,0.700682518155136
study1,insight,693,187,144,0.7999159471300797
study1,insight,694,172,169,0.7763610861454457
study1,insight,695,135,205,0.5161990816424316
study1,insight,696,191,179,0.7256995866300865
study1,insight,697,175,205,0.604193075187849
study1,insight,698,185,159,0.5508032310297054
study1,insight,699,143,188,0.5123058902171593
study1,insight,700,159,186,0.6985825226511226
study1,insight,701,161,180,0.5994363772207457
study1,insight,702,154,171,0.6494927412519879
study1,insight,703,175,184,0.4965136242210507
study1,insight,704,141,193,0.6462591017553754
study1,insight,705,167,184,0.7394371353000578
study1,insight,706,167,170,0.5100232718984351
study1,insight,707,158,164,0.6779357782981345
study1,insight,708,182,161,0.7493633652023352
study1,insight,709,158,200,0.8124977209584566
study1,insight,710,163,192,0.8567141201213487
study1,insight,711,196,165,0.7406873394776885
study1,insight,712,167,182,0.5881176223372687
study1,insight,713,157,184,0.42510027499989855
study1,insight,714,175,183,0.856885997304937
study1,insight,715,167,177,0.7613566967255034
study1,insight,716,185,173,0.5981172955220583
study1,insight,717,169,183,0.6389549067761325
study1,insight,718,156,179,0.6050262545823258
study1,insight,719,172,180,0.8575952619682528
study1,insight,720,166,151,0.5636004661631041
study1,insight,721,210,164,0.6236993501086915
study1,insight,722,179,199,0.6207301764447319
study1,insight,723,190,185,0.826504261860502
study1,insight,724,146,214,0.4976051599280113
study1,insight,725,161,211,0.6814518222030539
study1,insight,726,138,233,0.836037511578509
study1,insight,727,196,168,0.5407813772998792
study1,insight,728,189,136,0.72637068281402
study1,insight,729,190,169,0.6787363444231802
study1,insight,730,195,167,0.4164506019687922
study1,insight,731,172,167,0.6303427690763235
study1,insight,732,159,190,0.5633845473676483
study1,insight,733,172,168,0.7606619956196904
study1,insight,734,166,175,0.5104850145679888
study1,insight,735,170,180,0.521883716138394
study1,insight,736,175,187,0.7931144168066897
study1,insight,737,169,189,0.7205219592453599
study1,insight,738,191,163,0.6182942820173395
study1,insight,739,177,173,0.5357032735004976
study1,insight,740,158,166,0.68708464084783
study1,insight,741,222,136,0.7017067641251584
study1,insight,742,156,173,0.7671940816160565
study1,insight,743,165,148,0.5761402642424541
study1,insight,744,148,190,0.6006755179205201
study1,insight,745,149,172,0.8221116555410855
study1,insight,746,184,190,0.7432982732870543
study1,insight,747,172,146,0.6246018711595276
study1,insight,748,170,155,0.7569089480694823
study1,insight,749,182,157,0.8285598454051067
study1,insight,750,127,229,0.5089308782787961
study1,insight,751,188,183,0.463582237815692
study1,insight,752,199,140,0.3491180723189996
study1,insight,753,195,139,0.5863562849737252
study1,insight,754,202,169,0.7982750110546701
study1,insight,755,169,168,0.6108637156123843
study1,insight,756,168,154,0.5341414745700136
study1,insight,757,190,176,0.6638760041639458
study1,insight,758,178,191,0.5705128186168765
study1,insight,759,187,168,0.7148390437113709
study1,insight,760,170,160,0.8122197512260495
study1,insight,761,166,186,0.6631723435080877
study1,insight,762,162,188,0.5887424188184767
study1,insight,763,152,154,0.6984002803199814
study1,insight,764,189,173,0.5783556404122712
study1,insight,765,202,146,0.3777999078473318
study1,insight,766,133,188,0.5867517493226222
study1,insight,767,161,204,0.7431253775155282
study1,insight,768,167,158,0.7137245534483465
study1,insight,769,183,161,0.771607186479569
study1,insight,770,175,151,0.5648674542783403
study1,insight,771,191,167,0.7529215075100703
study1,insight,772,145,193,0.7578618888535343
study1,insight,773,170,147,0.8500809889071705
study1,insight,774,178,167,0.6998885888782014
study1,insight,775,181,178,0.7255810399510774
study1,insight,776,171,177,0.7358334989715342
study1,insight,777,168,179,0.42177507999724556
study1,insight,778,185,153,0.7690357967100234
study1,insight,779,144,173,0.507388208350747
study1,insight,780,180,188,0.5632033852201312
study1,insight,781,178,171,0.7301377905112933
study1,insight,782,170,183,0.6785204795678318
study1,insight,783,188,147,0.7229811577263661
study1,insight,784,152,185,0.44098719967268835
study1,insight,785,168,172,0.853301180532681
study1,insight,786,163,164,0.7230435842757565
study1,insight,787,190,142,0.8742852473647419
study1,insight,788,160,182,0.49493514260345767
study1,insight,789,168,189,0.6555131955140013
study1,insight,790,132,223,0.7246563901786832
study1,insight,791,192,168,0.6428635178400633
study1,insight,792,199,172,0.6974457817668708
study1,insight,793,162,168,0.36173199181492305
study1,insight,794,143,194,0.7538592721722643
study1,insight,795,165,156,0.6454846852078978
study1,insight,796,152,192,0.7691906563361581
study1,insight,797,157,168,0.6819939291890454
study1,insight,798,205,178,0.6658035800103803
study1,insight,799,163,214,0.7760801580912126
study1,insight,800,193,182,0.6378830086348973
study1,insight,801,146,171,0.706212337018619
study1,insight,802,187,176,0.836889037872324
study1,insight,803,163,165,0.23795727057436966
study1,insight,804,180,184,0.7669349345688491
study1,insight,805,159,168,0.8968816742922217
study1,insight,806,154,171,0.7312096971229965
study1,insight,807,175,180,0.6872464030833849
study1,insight,808,188,168,0.704744621324196
study1,insight,809,142,155,0.5994444352996731
study1,insight,810,161,183,0.4747208370185303
study1,insight,811,180,140,0.5515352924209939
study1,insight,812,178,169,0.6524123446150853
study1,insight,813,143,181,0.6316522738912372
study1,insight,814,178,170,0.6226726419977705
study1,insight,815,148,136,0.6983935241262761
study1,insight,816,133,212,0.6207894288413347
study1,insight,817,173,187,0.7279024290134369
study1,insight,818,167,148,0.6016997874648199
study1,insight,819,172,176,0.5496791107116781
study1,insight,820,162,190,0.8300024009030369
study1,insight,821,159,189,0.6213690849934295
study1,insight,822,205,142,0.8417642687350442
study1,insight,823,170,164,0.7867082506644957
study1,insight,824,175,155,0.722982034365405
study1,insight,825,157,176,0.4528358037030063
study1,insight,826,168,191,0.6926569497776587
study1,insight,827,185,178,0.8630301835305335
study1,insight,828,195,153,0.596749023628458
study1,insight,829,200,136,0.7142813065668812
study1,insight,830,164,147,0.7494196165325067
study1,insight,831,180,150,0.4953366311665865
study1,insight,832,174,174,0.7085786015825232
study1,insight,833,138,180,0.6444491071255204
study1,insight,834,159,210,0.6607315653906132
study1,insight,835,183,160,0.5622598859132533
study1,insight,836,161,204,0.8436810905171672
study1,insight,837,213,139,0.7337334803668275
study1,insight,838,186,183,0.6203111829782921
study1,insight,839,167,189,0.7879553018836081
study1,insight,840,166,178,0.7615679061379281
study1,insight,841,203,144,0.7908652216764982
study1,insight,842,147,212,0.8189959740744686
study1,insight,843,189,155,0.7524475328405492
study1,insight,844,188,178,0.5038152091319543
study1,insight,845,167,193,0.7536557811402643
study1,insight,846,164,163,0.7908985658054786
study1,insight,847,161,158,0.6205015027091408
study1,insight,848,176,159,0.8255734756425409
study1,insight,849,187,163,0.7467817281464683
study1,insight,850,163,189,0.7547616866451237
study1,insight,851,137,174,0.8033606418013179
study1,insight,852,169,194,0.8252140843647826
study1,insight,853,194,164,0.7335471644358557
study1,insight,854,163,198,0.7533312087872759
study1,insight,855,177,158,0.8080736940176592
study1,insight,856,166,141,0.562253432276082
study1,insight,857,138,183,0.792487018912351
study1,insight,858,175,184,0.8095164962191397
study1,insight,859,164,226,0.693567452153637
study1,insight,860,174,154,0.6779692911383923
study1,insight,861,148,163,0.6059649832266043
study1,insight,862,154,205,0.824678112635277
study1,insight,863,161,198,0.6595122435758637
study1,insight,864,189,170,0.799524679765058
study1,insight,865,145,192,0.5272306619346939
study1,insight,866,154,194,0.8376023513481667
study1,insight,867,186,163,0.5329703268218883
study1,insight,868,156,177,0.6273131765081869
study1,insight,869,167,181,0.7125760296834254
study1,insight,870,183,150,0.5131011653425959
study1,insight,871,155,202,0.6667485360348909
study1,insight,872,166,180,0.7593396795223281
study1,insight,873,130,203,0.6569041143943336
study1,insight,874,191,157,0.7993410468074381
study1,insight,875,200,151,0.8349319263851166
study1,insight,876,184,156,0.7529858885071103
study1,insight,877,159,179,0.7626651198119908
study1,insight,878,167,151,0.795424114684117
study1,insight,879,206,157,0.6138938084782208
study1,insight,880,124,203,0.7350181792545016
study1,insight,881,151,169,0.49579433485529306
study1,insight,882,168,137,0.84542368914831
study1,insight,883,157,141,0.6739735016537474
study1,insight,884,205,116,0.6153512778534677
study1,insight,885,135,198,0.6838914832731402
study1,insight,886,160,185,0.4330887386004081
study1,insight,887,164,199,0.5888521959516546
study1,insight,888,182,159,0.6770528336105178
study1,insight,889,178,168,0.5885859733248031
study1,insight,890,178,148,0.5814627221461386
study1,insight,891,142,188,0.4746976301478531
study1,insight,892,157,169,0.799840689841633
study1,insight,893,177,191,0.7826761678052808
study1,insight,894,162,170,0.6034245852715893
study1,insight,895,157,180,0.6674235497022634
study1,insight,896,178,185,0.7346095330627466
study1,insight,897,178,166,0.5865327483165554
study1,insight,898,146,192,0.8316111575117814
study1,insight,899,213,135,0.7048519867578693
study1,insight,900,169,172,0.5700939866081104
study1,insight,901,109,197,0.6150180172201083
study1,insight,902,170,158,0.5419837636153559
study1,insight,903,209,174,0.6506203669323383
study1,insight,904,183,151,0.634433845998846
study1,insight,905,177,178,0.7522634144971512
study1,insight,906,170,159,0.8117618442692806
study1,insight,907,183,132,0.6993082342430385
study1,insight,908,130,196,0.7754470968674518
study1,insight,909,171,205,0.851849351313356
study1,insight,910,144,193,0.7244677790988475
study1,insight,911,169,180,0.5942739082012122
study1,insight,912,124,225,0.716199536352469
study1,insight,913,173,166,0.6811894505162126
study1,insight,914,150,171,0.8528852317543201
study1,insight,915,171,172,0.6877658005184765
study1,insight,916,158,170,0.7434867569353732
study1,insight,917,136,207,0.6935277478506184
study1,insight,918,191,164,0.7235367666942434
study1,insight,919,200,143,0.668486984535735
study1,insight,920,171,174,0.7034948328046016
study1,insight,921,188,155,0.5548934780516644
study1,insight,922,189,140,0.5016669433273212
study1,insight,923,147,175,0.48099452930707703
study1,insight,924,191,173,0.7619581876949995
study1,insight,925,191,149,0.6926053279534661
study1,insight,926,166,161,0.5543364365872924
study1,insight,927,156,192,0.44174134078793814
study1,insight,928,172,169,0.6645359319846791
study1,insight,929,152,205,0.8150698513496876
study1,insight,930,197,141,0.7845692484795003
study1,insight,931,189,148,0.8088935179081066
study1,insight,932,127,181,0.7377602284686298
study1,insight,933,155,161,0.7657656214814405
study1,insight,934,152,185,0.4005485464295566
