study,dimension,iteration,nc1,nc2,cor
study2,marks,55,160,222,0.8882970075448147
study2,marks,56,162,220,0.8336146182888106
study2,marks,57,207,175,0.8697956957951104
study2,marks,58,204,178,0.8214114429345208
study2,marks,59,188,194,0.8335625738677249
study2,marks,60,163,219,0.8829377320522279
study2,marks,61,216,166,0.8038997682457807
study2,marks,62,138,244,0.7916690252165507
study2,marks,63,203,179,0.8370316758050771
study2,marks,64,207,175,0.8831519037778135
study2,marks,65,162,220,0.8555983222191668
study2,marks,66,173,209,0.9150593243324855
study2,marks,67,176,206,0.8811966117252605
study2,marks,68,196,186,0.8354061819118741
study2,marks,69,203,179,0.9024673032735873
study2,marks,70,175,207,0.8451547673389268
study2,marks,71,168,214,0.8271703520910801
study2,marks,72,138,244,0.832686231972828
study2,marks,73,165,217,0.9113903275672404
study2,marks,74,161,221,0.8737619625018105
study2,marks,75,216,166,0.8436570242086587
study2,marks,76,170,212,0.8915993375820678
study2,marks,77,188,194,0.8626473330814365
study2,marks,78,190,192,0.8051522973666152
study2,marks,79,201,181,0.8102449959052833
study2,marks,80,203,179,0.9370305519293207
study2,marks,81,158,224,0.8860472670371472
study2,marks,82,213,169,0.8438180881179721
study2,marks,83,198,184,0.8702212911447395
study2,marks,84,175,207,0.8391722017445776
study2,marks,85,218,164,0.9043049534302121
study2,marks,86,151,231,0.9254834884000636
study2,marks,87,178,204,0.8811908549282444
study2,marks,88,169,213,0.8516685064171127
study2,marks,89,190,192,0.9268687294779844
study2,marks,90,179,203,0.8973055729093071
study2,marks,91,197,185,0.8481962279934695
study2,marks,92,168,214,0.8282135554519197
study2,marks,93,168,214,0.7741193842635951
study2,marks,94,190,192,0.7678224961933784
study2,marks,95,170,212,0.8857162672738403
study2,marks,96,153,229,0.900334834398344
study2,marks,97,209,173,0.8472280719675328
study2,marks,98,148,234,0.8736873970835338
study2,marks,99,161,221,0.8766219295599207
study2,marks,100,180,202,0.9130759904526369
study1,rigour,101,210,228,0.870232637160052
study1,rigour,102,206,232,0.9649591425552193
study1,rigour,103,229,209,0.9166457944562824
study1,rigour,104,219,219,0.8391465017224068
study1,rigour,105,217,221,0.9399580447049078
study1,rigour,106,247,191,0.8846311848232328
study1,rigour,107,223,215,0.8937735178772398
study1,rigour,108,231,207,0.8834035518133986
study1,rigour,109,210,228,0.8102077849303686
study1,rigour,110,217,221,0.8721160825801914
study1,rigour,111,215,223,0.8773638482558085
study1,rigour,112,210,228,0.864030810274189
study1,rigour,113,201,237,0.788320592888407
study1,rigour,114,207,231,0.9329698746196616
study1,rigour,115,212,226,0.946411459310204
study1,rigour,116,225,213,0.8503770896143457
study1,rigour,117,204,234,0.9395193365899055
study1,rigour,118,236,202,0.909823239928205
study1,rigour,119,220,218,0.9589345143829878
study1,rigour,120,207,231,0.9026961236945376
study1,rigour,121,222,216,0.7980769093064304
study1,rigour,122,264,174,0.9132177057560912
study1,rigour,123,228,210,0.8741905269860489
study1,rigour,124,223,215,0.9316193847362592
study1,rigour,125,204,234,0.8761250183837604
study1,rigour,126,216,222,0.9389909365468093
study1,rigour,127,235,203,0.9226059719905765
study1,rigour,128,229,209,0.958556779644078
study1,rigour,129,232,206,0.8985308775189088
study1,rigour,130,203,235,0.931041297639036
study1,rigour,131,223,215,0.7732066552436595
study1,rigour,132,195,243,0.8708681257004401
study1,rigour,133,223,215,0.8893943724880662
study1,rigour,134,215,223,0.9026255912514167
study1,rigour,135,205,233,0.8795944526270255
study1,rigour,136,225,213,0.8222125540563227
study1,rigour,137,202,236,0.8383443668783075
study1,rigour,138,209,229,0.9112227590024099
study1,rigour,139,237,201,0.8751909026380347
study1,rigour,140,201,237,0.9124737153819323
study1,rigour,141,211,227,0.8656527119873061
study1,rigour,142,183,255,0.9023645272527571
study1,rigour,143,247,191,0.9031091157669193
study1,rigour,144,224,214,0.9153231105091949
study1,rigour,145,205,233,0.950183321802794
study1,rigour,146,188,250,0.919587180665021
study1,rigour,147,225,213,0.889629559927987
study1,rigour,148,207,231,0.9347010142528438
study1,rigour,149,201,237,0.9061938506835683
study1,rigour,150,243,195,0.9219229055383925
study1,rigour,151,211,227,0.9413373655897453
study1,rigour,152,231,207,0.8857869301719392
study1,rigour,153,225,213,0.9255772491528178
study1,rigour,154,217,221,0.9664092603657392
study1,rigour,155,233,205,0.8882498082607625
study1,rigour,156,199,239,0.9377848096690751
study1,rigour,157,213,225,0.8966999649725718
study1,rigour,158,199,239,0.955334336431935
study1,rigour,159,205,233,0.9213545561708707
study1,rigour,160,194,244,0.93616497719665
study1,rigour,161,220,218,0.8503580097143171
study1,rigour,162,232,206,0.8595853985983009
study1,rigour,163,222,216,0.8670231155487859
study1,rigour,164,184,254,0.8772097914530118
study1,rigour,165,244,194,0.8242964031427807
study1,rigour,166,225,213,0.9562352478748766
study1,rigour,167,230,208,0.9656164658708848
study1,rigour,168,226,212,0.9289545379339388
study1,rigour,169,228,210,0.9014008705264581
study1,rigour,170,230,208,0.8781086702577148
study1,rigour,171,218,220,0.9399482523093492
study1,rigour,172,211,227,0.79638064833688
study1,rigour,173,233,205,0.8927512370361275
study1,rigour,174,201,237,0.8431566711845453
study1,rigour,175,224,214,0.9175816627579984
study1,rigour,176,221,217,0.8836258873248609
study1,rigour,177,224,214,0.9398778512125326
study1,rigour,178,200,238,0.8447146316693174
study1,rigour,179,240,198,0.9291082296336256
study1,rigour,180,224,214,0.900660712081219
study1,rigour,181,218,220,0.9679804211810278
study1,rigour,182,200,238,0.8996079691468841
study1,rigour,183,214,224,0.9180872191042794
study1,rigour,184,194,244,0.8461495005880907
study1,rigour,185,220,218,0.9396745745467779
study1,rigour,186,235,203,0.9092418434219748
study1,rigour,187,203,235,0.859466700805245
study1,rigour,188,250,188,0.936878924457415
study1,rigour,189,197,241,0.934492028365302
study1,rigour,190,214,224,0.9191052489016014
study1,rigour,191,212,226,0.8842272377296171
study1,rigour,192,210,228,0.8944599351136576
study1,rigour,193,226,212,0.8621294389576435
study1,rigour,194,240,198,0.909068668798271
study1,rigour,195,193,245,0.9368609264218641
study1,rigour,196,206,232,0.9275398468003302
study1,rigour,197,243,195,0.9457646799765482
study1,rigour,198,209,229,0.874385124154381
study1,rigour,199,216,222,0.8951502095712668
study1,rigour,200,205,233,0.9419220760875678
study1,rigour,201,195,243,0.9038796409831797
study1,rigour,202,215,223,0.8375949218331081
study1,rigour,203,241,197,0.841470896978941
study1,rigour,204,230,208,0.7122496938893194
study1,rigour,205,214,224,0.9052943752295589
study1,rigour,206,237,201,0.8455263011049827
study1,rigour,207,206,232,0.9661808787438917
study1,rigour,208,218,220,0.9673918601577386
study1,rigour,209,184,254,0.9726611501016542
study1,rigour,210,221,217,0.928141412171698
study1,rigour,211,245,193,0.920607227433744
study1,rigour,212,214,224,0.9596696804114612
study1,rigour,213,223,215,0.9391300072519535
study1,rigour,214,208,230,0.9487737975555351
study1,rigour,215,274,164,0.9184506160759488
study1,rigour,216,205,233,0.9188318606547338
study1,rigour,217,251,187,0.8914518118570427
study1,rigour,218,209,229,0.8962928007209863
study1,rigour,219,214,224,0.8911667168282832
study1,rigour,220,209,229,0.9019157680779867
study1,rigour,221,236,202,0.8656838941379117
study1,rigour,222,246,192,0.9016008605166929
study1,rigour,223,204,234,0.8648468106082475
study1,rigour,224,232,206,0.9418291571807993
study1,rigour,225,209,229,0.9307076110663064
study1,rigour,226,225,213,0.8727100925319176
study1,rigour,227,214,224,0.8725560722364142
study1,rigour,228,220,218,0.8717244181535242
study1,rigour,229,183,255,0.8743079537524479
study1,rigour,230,230,208,0.8747717118264647
study1,rigour,231,217,221,0.8265804851515256
study1,rigour,232,237,201,0.9199305613014028
study1,rigour,233,219,219,0.8772847464264439
study1,rigour,234,234,204,0.8802906714149903
study1,rigour,235,222,216,0.8692996355695723
study1,rigour,236,251,187,0.8645746685122501
study1,rigour,237,235,203,0.8184851786478652
study1,rigour,238,241,197,0.9265621530531389
study1,rigour,239,242,196,0.8795364842842757
study1,rigour,240,233,205,0.8744781891575508
study1,rigour,241,210,228,0.9670501369928155
study1,rigour,242,213,225,0.9284143241028461
study1,rigour,243,214,224,0.8521792258953127
study1,rigour,244,220,218,0.9499274345492564
study1,rigour,245,214,224,0.7587720483719608
study1,rigour,246,231,207,0.9176045737565175
study1,rigour,247,190,248,0.9189012214586515
study1,rigour,248,244,194,0.9319979083267763
study1,rigour,249,227,211,0.8885815611954655
study1,rigour,250,191,247,0.9012614156007048
study1,rigour,251,236,202,0.9427002416556814
study1,rigour,252,206,232,0.8642565310782323
study1,rigour,253,208,230,0.8034476740659996
study1,rigour,254,215,223,0.906216796391889
study1,rigour,255,204,234,0.8956377468273176
study1,rigour,256,230,208,0.9176584973425316
study1,rigour,257,203,235,0.9075479787211057
study1,rigour,258,197,241,0.9020034265876192
study1,rigour,259,249,189,0.9402894316415107
study1,rigour,260,211,227,0.8255855866226549
study1,rigour,261,228,210,0.8834417775089556
study1,rigour,262,227,211,0.9443494913351128
study1,rigour,263,209,229,0.9239229609668858
study1,rigour,264,220,218,0.7977501636041354
study1,rigour,265,220,218,0.8960040218389481
study1,rigour,266,216,222,0.9242183588979993
study1,rigour,267,204,234,0.8785627927344415
study1,rigour,268,207,231,0.8630467878087198
study1,rigour,269,204,234,0.903965824324324
study1,rigour,270,217,221,0.9616985657368747
study1,rigour,271,210,228,0.8814786805624055
study1,rigour,272,207,231,0.8686094386522321
study1,rigour,273,206,232,0.8396968344148478
study1,rigour,274,240,198,0.915361527598219
study1,rigour,275,236,202,0.8672954668184404
study1,rigour,276,210,228,0.9190628798727053
study1,rigour,277,223,215,0.9162659039762319
study1,rigour,278,202,236,0.8601672286123976
study1,rigour,279,226,212,0.8169746551526917
study1,rigour,280,223,215,0.9266663928464075
study1,rigour,281,217,221,0.926163175698233
study1,rigour,282,236,202,0.9555340890865855
study1,rigour,283,199,239,0.9530409484444712
study1,rigour,284,223,215,0.8671476633390933
study1,rigour,285,217,221,0.8958685117419646
study1,rigour,286,207,231,0.9228619607239891
study1,rigour,287,212,226,0.8791595105271703
study1,rigour,288,195,243,0.8562290661268736
study1,rigour,289,200,238,0.8747106983543278
study1,rigour,290,196,242,0.9410347674578164
study1,rigour,291,232,206,0.8927580646840423
study1,rigour,292,228,210,0.9329695947559448
study1,rigour,293,222,216,0.873831800661548
study1,rigour,294,206,232,0.8444594849772084
study1,rigour,295,242,196,0.8747608074972731
study1,rigour,296,205,233,0.9585186053702482
study1,rigour,297,223,215,0.9266191247707025
study1,rigour,298,175,263,0.8956023891509315
study1,rigour,299,215,223,0.8952768852180667
study1,rigour,300,215,223,0.8228851298253749
study1,rigour,301,215,223,0.8098192020119713
study1,rigour,302,228,210,0.9342452733125102
study1,rigour,303,210,228,0.9270224059511936
study1,rigour,304,217,221,0.8446050302009587
study1,rigour,305,209,229,0.94020310169650545
study1,rigour,306,252,186,0.8645687178625101
study1,rigour,307,248,190,0.9185605380654966
study1,rigour,308,229,209,0.9253926414551086
study1,rigour,309,236,202,0.9226435507850628
study1,rigour,310,200,238,0.8471588763544112
study1,rigour,311,192,246,0.9138189037133628
study1,rigour,312,241,197,0.8419779847695726
study1,rigour,313,230,208,0.9253793637354067
study1,rigour,314,224,214,0.8306439169148666
study1,rigour,315,246,192,0.8701861427085082
study1,rigour,316,245,193,0.8972935358676076
study1,rigour,317,208,230,0.9237281527228434
study1,rigour,318,246,192,0.9194431247678642
study1,rigour,319,202,236,0.919918787748995
study1,rigour,320,219,219,0.9386479726226026
study1,rigour,321,220,218,0.850658858318775
study1,rigour,322,206,232,0.943378483141648
study1,rigour,323,206,232,0.8700499442065999
study1,rigour,324,230,208,0.8039883680780894
study1,rigour,325,237,201,0.8386244520895464
study1,rigour,326,218,220,0.9545482933855655
study1,rigour,327,186,252,0.9096243969980825
study1,rigour,328,216,222,0.8544924822746335
study1,rigour,329,225,213,0.9213654506459236
study1,rigour,330,224,214,0.9208436564564557
study1,rigour,331,210,228,0.8787030439674195
study1,rigour,332,211,227,0.8773353784477844
study1,rigour,333,181,257,0.8871599361442748
study1,rigour,334,231,207,0.8482376846804389
study1,rigour,335,234,204,0.8775536254746065
study1,rigour,336,205,233,0.9118336977842068
study1,rigour,337,236,202,0.92347374395723
study1,rigour,338,233,205,0.7993662683009601
study1,rigour,339,211,227,0.9513012721778061
study1,rigour,340,273,165,0.901939619884226
study1,rigour,341,196,242,0.8848339644831182
study1,rigour,342,216,222,0.8304580494983107
study1,rigour,343,203,235,0.9180056617936849
study1,rigour,344,231,207,0.8909579757670133
study1,rigour,345,218,220,0.9123678371869492
study1,rigour,346,223,215,0.9072244126090102
study1,rigour,347,220,218,0.9213525783930209
study1,rigour,348,218,220,0.8886244671627109
study1,rigour,349,224,214,0.8751525364029812
study1,rigour,350,216,222,0.9292037120983998
study1,rigour,351,224,214,0.9706199668786339
study1,rigour,352,186,252,0.8689115361576089
study1,rigour,353,231,207,0.9391860387570301
study1,rigour,354,246,192,0.8912999858368497
study1,rigour,355,225,213,0.8889577520031133
study1,rigour,356,229,209,0.8887926315772169
study1,rigour,357,199,239,0.9456910305628768
study1,rigour,358,193,245,0.894060064525495
study1,rigour,359,231,207,0.8772767670582339
study1,rigour,360,266,172,0.9138904943908045
study1,rigour,361,223,215,0.8071126208185228
study1,rigour,362,216,222,0.9159776946113521
study1,rigour,363,235,203,0.8859782941203295
study1,rigour,364,220,218,0.8876501945718127
study1,rigour,365,204,234,0.8167897449331429
study1,rigour,366,230,208,0.9151503423440029
study1,rigour,367,233,205,0.846992304802531
study1,rigour,368,220,218,0.8924504738205159
study1,rigour,369,256,182,0.9502724731807651
study1,rigour,370,198,240,0.9178404952777626
study1,rigour,371,183,255,0.8618715764405824
study1,rigour,372,217,221,0.9261524853037765
study1,rigour,373,220,218,0.8759819000491426
study1,rigour,374,218,220,0.8667009203454354
study1,rigour,375,241,197,0.9059206195254322
study1,rigour,376,201,237,0.9354778743786724
study1,rigour,377,195,243,0.9446544821881895
study1,rigour,378,232,206,0.9059323257420668
study1,rigour,379,236,202,0.8519823554615752
study1,rigour,380,232,206,0.9648308521706399
study1,rigour,381,220,218,0.9468720297377098
study1,rigour,382,217,221,0.9605895151267404
study1,rigour,383,248,190,0.8730911292318957
study1,rigour,384,229,209,0.8993817913929908
study1,rigour,385,253,185,0.9151205355729211
study1,rigour,386,201,237,0.8938536838650882
study1,rigour,387,221,217,0.9134842546838609
study1,rigour,388,251,187,0.9182922136220723
study1,rigour,389,207,231,0.9586985422381757
study1,rigour,390,245,193,0.9163336616455404
study1,rigour,391,221,217,0.8345716228952531
study1,rigour,392,208,230,0.9049523729555925
study1,rigour,393,253,185,0.9246637476002563
study1,rigour,394,255,183,0.9007859261562469
study1,rigour,395,219,219,0.8863139110813344
study1,rigour,396,239,199,0.9316635583868673
study1,rigour,397,203,235,0.8131308525733737
study1,rigour,398,191,247,0.97328232875335
study1,rigour,399,242,196,0.863373194509872
study1,rigour,400,231,207,0.9050387408655174
