study,dimension,iteration,nc1,nc2,cor
study1,rigour,1,253,185,0.9079534673163784
study1,rigour,2,244,194,0.8853052211591896
study1,rigour,3,201,237,0.8124013780312289
study1,rigour,4,230,208,0.8458541945720537
study1,rigour,5,233,205,0.9275664641870145
study1,rigour,6,201,237,0.8923307785676228
study1,rigour,7,246,192,0.8958634369332226
study1,rigour,8,225,213,0.9594270426654042
study1,rigour,9,230,208,0.9129163895816076
study1,rigour,10,229,209,0.9319942813234167
study1,insight,1,208,246,0.6309571690040485
study1,insight,2,183,271,0.7169345098127399
study1,insight,3,228,226,0.7318572939664921
study1,insight,4,219,235,0.7287954586207331
study1,insight,5,216,238,0.7806184476284893
study1,insight,6,188,266,0.6753651974764797
study1,insight,7,216,238,0.7345205260414897
study1,insight,8,183,271,0.8390715940376096
study1,insight,9,236,218,0.7284488888174191
study1,insight,10,202,252,0.6451186508888417
study2,rigour,1,328,308,0.8733638675768972
study2,rigour,2,350,286,0.9202373577245062
study2,rigour,3,285,351,0.9363105797837704
study2,rigour,4,335,301,0.9446443053580714
study2,rigour,5,290,346,0.8718034039682174
study2,rigour,6,283,353,0.814072087564719
study2,rigour,7,315,321,0.9207715579793306
study2,rigour,8,302,334,0.854349563042615
study2,rigour,9,308,328,0.8314869481189633
study2,rigour,10,286,350,0.8006778908503995
study2,insight,1,191,247,0.3689133430935208
study2,insight,2,213,225,0.3536274028340885
study2,insight,3,209,229,0.17791861552217597
study2,insight,4,210,228,0.6872309022552066
study2,insight,5,230,208,0.5273690644511775
study2,insight,6,226,212,0.3009233232723129
study2,insight,7,201,237,0.5329567390860613
study2,insight,8,212,226,0.5602357695254795
study2,insight,9,227,211,0.6857961378326264
study2,insight,10,213,225,0.485530159719356
study2,simple,1,264,262,0.8488486124736366
study2,simple,2,297,229,0.7302317575076754
study2,simple,3,226,300,0.8861611528289698
study2,simple,4,281,245,0.7791885354546912
study2,simple,5,270,256,0.9316558717730978
study2,simple,6,240,286,0.8364039863600653
study2,simple,7,243,283,0.8236576289113935
study2,simple,8,264,262,0.8677298246824475
study2,simple,9,255,271,0.9061915026927356
study2,simple,10,262,264,0.8788314610857636
study2,understanding,1,319,292,0.7396265188973158
study2,understanding,2,299,312,0.7968448899375473
study2,understanding,3,317,294,0.7859611106314912
study2,understanding,4,306,305,0.7075118872598914
study2,understanding,5,257,354,0.5399149752626313
study2,understanding,6,334,277,0.60845548552257
study2,understanding,7,330,281,0.7245626226563944
study2,understanding,8,280,331,0.7006723805924581
study2,understanding,9,276,335,0.4181443797075855
study2,understanding,10,320,291,0.6053667419607643
study2,marks,1,155,227,0.9261058401873697
study2,marks,2,178,204,0.7808264110142146
study2,marks,3,177,205,0.8344644794557341
study2,marks,4,179,203,0.8801852025768617
study2,marks,5,214,168,0.8426689884132809
study2,marks,6,187,195,0.8685305451797747
study2,marks,7,163,219,0.8335957064728584
study2,marks,8,188,194,0.8018120494136413
study2,marks,9,216,166,0.8790009236700209
study2,marks,10,186,196,0.922790008105615
study1,rigour,11,236,202,0.9155545922885447
study1,rigour,12,242,196,0.8086477204824866
study1,rigour,13,199,239,0.9190456188424603
study1,rigour,14,230,208,0.8405391865766082
study1,rigour,15,204,234,0.9465397966268957
study1,rigour,16,216,222,0.8140315180591673
study1,rigour,17,195,243,0.9439876121651919
study1,rigour,18,222,216,0.8834831816091706
study1,rigour,19,217,221,0.9723628384309279
study1,rigour,20,243,195,0.8402899399535905
study1,rigour,21,197,241,0.9487904897009773
study1,rigour,22,210,228,0.8211191439239993
study1,rigour,23,192,246,0.898459915909259
study1,rigour,24,216,222,0.9774400696154806
study1,rigour,25,198,240,0.900551417180126
study1,rigour,26,232,206,0.9139334350694935
study1,rigour,27,228,210,0.9188398804000457
study1,rigour,28,184,254,0.8986757534848072
study1,rigour,29,205,233,0.9091201770494596
study1,rigour,30,230,208,0.871315415291557
study1,rigour,31,234,204,0.8744092055084954
study1,rigour,32,202,236,0.9334356185853916
study1,rigour,33,249,189,0.9143386006740163
study1,rigour,34,213,225,0.8826022880009238
study1,rigour,35,190,248,0.956470933336528
study1,rigour,36,208,230,0.8587294417483196
study1,rigour,37,244,194,0.813912402026085
study1,rigour,38,229,209,0.8247517339759016
study1,rigour,39,231,207,0.84991765868690206
study1,rigour,40,215,223,0.8482941910757589
study1,rigour,41,219,219,0.9406875448023447
study1,rigour,42,199,239,0.9672960375100026
study1,rigour,43,240,198,0.9193228178492647
study1,rigour,44,210,228,0.9075000671538089
study1,rigour,45,198,240,0.9159878032235482
study1,rigour,46,207,231,0.8196142424035497
study1,rigour,47,220,218,0.8523576355235569
study1,rigour,48,191,247,0.8650498726348751
study1,rigour,49,210,228,0.9347878757086499
study1,rigour,50,242,196,0.8610931962532155
study1,insight,11,263,191,0.804170730134933
study1,insight,12,216,238,0.7412563831310195
study1,insight,13,226,228,0.7776044437734272
study1,insight,14,224,230,0.6321149388307477
study1,insight,15,214,240,0.612242959650719
study1,insight,16,228,226,0.5986564872534794
study1,insight,17,247,207,0.6502523353331506
study1,insight,18,253,201,0.8249305285886939
study1,insight,19,203,251,0.6310197753736024
study1,insight,20,215,239,0.72363718956899
study1,insight,21,237,217,0.680713584747395
study1,insight,22,214,240,0.7617950263484701
study1,insight,23,232,222,0.8356939093302874
study1,insight,24,201,253,0.7460659298048867
study1,insight,25,199,255,0.7281987303556983
study1,insight,26,232,222,0.5867299010102597
study1,insight,27,212,242,0.5707834485369981
study1,insight,28,239,215,0.6398860874447206
study1,insight,29,241,213,0.7141614310184833
study1,insight,30,187,267,0.8337271067379359
study1,insight,31,244,210,0.7163939029767482
study1,insight,32,195,259,0.6321886695682087
study1,insight,33,212,242,0.6724521421480615
study1,insight,34,195,259,0.7493023868252285
study1,insight,35,232,222,0.778135974660108
study1,insight,36,230,224,0.6389725734399773
study1,insight,37,231,223,0.6878152644690859
study1,insight,38,191,263,0.7735280212803897
study1,insight,39,224,230,0.7186111271537405
study1,insight,40,223,231,0.4640507627074712
study1,insight,41,249,205,0.6989676446842527
study1,insight,42,223,231,0.6270588212923606
study1,insight,43,191,263,0.8458477795891133
study1,insight,44,250,204,0.6534776909361348
study1,insight,45,187,267,0.8569125363015109
study1,insight,46,214,240,0.6111116459182788
study1,insight,47,245,209,0.6081984399568007
study1,insight,48,206,248,0.6117778823443419
study1,insight,49,244,210,0.4911477231387014
study1,insight,50,204,250,0.7848986469311622
study2,rigour,11,315,321,0.9333902065034517
study2,rigour,12,295,341,0.9125318555227873
study2,rigour,13,269,367,0.8715773160851209
study2,rigour,14,331,305,0.84247400369262
study2,rigour,15,295,341,0.9193946050605294
study2,rigour,16,297,339,0.908953522851699
study2,rigour,17,334,302,0.8786952051277505
study2,rigour,18,328,308,0.8706188977787183
study2,rigour,19,281,355,0.9238918690352553
study2,rigour,20,325,311,0.878554089842316
study2,rigour,21,314,322,0.8212872879469524
study2,rigour,22,311,325,0.8934734522017896
study2,rigour,23,305,331,0.7320426998850579
study2,rigour,24,322,314,0.8948710037106473
study2,rigour,25,311,325,0.9216441149520271
study2,rigour,26,335,301,0.8960146971161429
study2,rigour,27,331,305,0.8688879371548598
study2,rigour,28,339,297,0.9127973379542165
study2,rigour,29,294,342,0.9269073136399537
study2,rigour,30,267,369,0.8781709938218539
study2,rigour,31,334,302,0.8217619746097329
study2,rigour,32,298,338,0.916878739837077
study2,rigour,33,298,338,0.8861151374397092
study2,rigour,34,285,351,0.8204239291234975
study2,rigour,35,324,312,0.961948981474739
study2,rigour,36,343,293,0.9520865815524369
study2,rigour,37,306,330,0.8150909872271165
study2,rigour,38,323,313,0.9265639342052933
study2,rigour,39,330,306,0.7836886260013832
study2,rigour,40,360,276,0.9021122261484388
study2,rigour,41,284,352,0.8821465672817229
study2,rigour,42,290,346,0.9060186686473275
study2,rigour,43,336,300,0.8944987820353916
study2,rigour,44,261,375,0.8838576300628298
study2,rigour,45,349,287,0.9131591065689407
study2,rigour,46,334,302,0.8984593070180964
study2,rigour,47,318,318,0.853436010081575
study2,rigour,48,286,350,0.9091067450195112
study2,rigour,49,327,309,0.8557766539936369
study2,rigour,50,293,343,0.8824906908680075
study2,insight,11,221,217,0.35467006687807534
study2,insight,12,211,227,0.6450632239132388
study2,insight,13,178,260,0.546049749655697
study2,insight,14,208,230,0.45325375165144627
study2,insight,15,197,241,0.48027131146884805
study2,insight,16,202,236,0.25401589790539353
study2,insight,17,213,225,0.5338693015223718
study2,insight,18,227,211,0.34266405112573645
study2,insight,19,210,228,0.6706616516061492
study2,insight,20,228,210,0.4415271947739385
study2,insight,21,229,209,0.5857920629600283
study2,insight,22,184,254,0.522319317319044
study2,insight,23,219,219,0.5194907598514772
study2,insight,24,224,214,0.5106216551637246
study2,insight,25,218,220,0.520843920524176
study2,insight,26,194,244,0.20781634893806938
study2,insight,27,169,269,0.4659737646572831
study2,insight,28,220,218,0.2424208831971606
study2,insight,29,193,245,0.46348053828831587
study2,insight,30,212,226,0.5920378279885753
study2,insight,31,217,221,0.4402009447875978
study2,insight,32,218,220,0.4720272649836532
study2,insight,33,206,232,0.552718175158478
study2,insight,34,232,206,0.20371042512170137
study2,insight,35,214,224,0.5040294540216094
study2,insight,36,206,232,0.3078258167745786
study2,insight,37,193,245,0.46963350307600443
study2,insight,38,201,237,0.2800020502409749
study2,insight,39,222,216,0.3695462597549119
study2,insight,40,218,220,0.31071680485611386
study2,insight,41,209,229,0.4794880138603682
study2,insight,42,214,224,0.7398343714350217
study2,insight,43,194,244,0.6109811688646426
study2,insight,44,192,246,0.5761442337957061
study2,insight,45,229,209,0.2624601167007688
study2,insight,46,205,233,0.2975216781925393
study2,insight,47,228,210,0.36636786103065633
study2,insight,48,184,254,0.36201622663018684
study2,insight,49,173,265,0.4426192685646412
study2,insight,50,213,225,0.6810196661798832
study2,simple,11,254,272,0.8387350810066746
study2,simple,12,257,269,0.7777007159992821
study2,simple,13,259,267,0.6767191097600047
study2,simple,14,287,239,0.8431705558776235
study2,simple,15,243,283,0.8827603293763956
study2,simple,16,257,269,0.8181236401441887
study2,simple,17,260,266,0.8410218602571233
study2,simple,18,265,261,0.8628674702275115
study2,simple,19,257,269,0.7102957431098085
study2,simple,20,278,248,0.8092905357798845
study2,simple,21,253,273,0.8127748029549627
study2,simple,22,253,273,0.7886593512038537
study2,simple,23,270,256,0.8050791064292923
study2,simple,24,270,256,0.8766512767635415
study2,simple,25,258,268,0.8719973127625449
study2,simple,26,233,293,0.8880237745243585
study2,simple,27,249,277,0.7947248000040736
study2,simple,28,246,280,0.67634422438572706
study2,simple,29,261,265,0.7370595271670657
study2,simple,30,265,261,0.852914050435587
study2,simple,31,267,259,0.7222077541249505
study2,simple,32,260,266,0.8011809190450387
study2,simple,33,233,293,0.7513170479591247
study2,simple,34,238,288,0.8553396928504161
study2,simple,35,286,240,0.8673961326766094
study2,simple,36,304,222,0.9270000192773465
study2,simple,37,272,254,0.7816496464486841
study2,simple,38,273,253,0.9202918172898632
study2,simple,39,256,270,0.648834340657337
study2,simple,40,280,246,0.9060832776804121
study2,simple,41,296,230,0.9142788262078797
study2,simple,42,243,283,0.7939840525710502
study2,simple,43,243,283,0.9023699992772132
study2,simple,44,280,246,0.6220869857303956
study2,simple,45,243,283,0.838899606477898
study2,simple,46,230,296,0.8360112333576654
study2,simple,47,252,274,0.9018845290079963
study2,simple,48,274,252,0.6905276725100469
study2,simple,49,239,287,0.8458029546622604
study2,simple,50,258,268,0.7776988140681083
study2,understanding,11,346,265,0.5404682889108033
study2,understanding,12,313,298,0.6418406639877521
study2,understanding,13,329,282,0.5990213837865601
study2,understanding,14,317,294,0.7934979523452933
study2,understanding,15,346,265,0.5150844432589714
study2,understanding,16,283,328,0.8009734923452944
study2,understanding,17,335,276,0.7829839411262082
study2,understanding,18,300,311,0.5138166733169486
study2,understanding,19,261,350,0.696656183176173
study2,understanding,20,323,288,0.7440824818666429
study2,understanding,21,308,303,0.5515869415506488
study2,understanding,22,280,331,0.6785926831102749
study2,understanding,23,294,317,0.7437827338353074
study2,understanding,24,321,290,0.539382371471844
study2,understanding,25,327,284,0.7131963524767405
study2,understanding,26,279,332,0.6450654817152389
study2,understanding,27,332,279,0.6791470291912649
study2,understanding,28,273,338,0.7927144698892585
study2,understanding,29,332,279,0.5415227262157574
study2,understanding,30,298,313,0.7469006400254412
study2,understanding,31,279,332,0.6489852480635202
study2,understanding,32,283,328,0.7373024339175068
study2,understanding,33,296,315,0.9086431551558573
study2,understanding,34,311,300,0.7401642182512189
study2,understanding,35,335,276,0.8474067431425919
study2,understanding,36,302,309,0.5725068788184016
study2,understanding,37,311,300,0.41677443998439656
study2,understanding,38,319,292,0.6204106912746753
study2,understanding,39,339,272,0.5039745329850489
study2,understanding,40,330,281,0.5163043997573998
study2,understanding,41,337,274,0.725588781774867
study2,understanding,42,309,302,0.7169670480758448
study2,understanding,43,322,289,0.7323866867255536
study2,understanding,44,271,340,0.5292847366366513
study2,understanding,45,291,320,0.7956347768806222
study2,understanding,46,322,289,0.8527788768415396
study2,understanding,47,313,298,0.7998755822824292
study2,understanding,48,283,328,0.7969692497199425
study2,understanding,49,287,324,0.6359794916163588
study2,understanding,50,262,349,0.7612141137287455
study2,marks,11,180,202,0.8987628897256844
study2,marks,12,227,155,0.9162236175516626
study2,marks,13,194,188,0.9147848894614046
study2,marks,14,181,201,0.925942720110638
study2,marks,15,183,199,0.869803231856279
study2,marks,16,185,197,0.837465947897166
study2,marks,17,195,187,0.7557423380131748
study2,marks,18,166,216,0.8291370405351851
study2,marks,19,210,172,0.845793327271943
study2,marks,20,179,203,0.8524723450752226
study2,marks,21,224,158,0.9218758317658905
study2,marks,22,219,163,0.8321925348584308
study2,marks,23,236,146,0.9283103908459502
study2,marks,24,209,173,0.8199329794493733
study2,marks,25,212,170,0.9121755171417658
study2,marks,26,166,216,0.8878979179750441
study2,marks,27,174,208,0.9395979617098973
study2,marks,28,156,226,0.875307976673472
study2,marks,29,178,204,0.9120663460230845
study2,marks,30,194,188,0.8892160351790961
study2,marks,31,191,191,0.8135477800402184
study2,marks,32,232,150,0.899981004244908
study2,marks,33,174,208,0.9035599647434633
study2,marks,34,172,210,0.8337627095197524
study2,marks,35,161,221,0.7685092768282521
study2,marks,36,182,200,0.9021130862925704
study2,marks,37,188,194,0.9365393592288956
study2,marks,38,211,171,0.8465644644009443
study2,marks,39,153,229,0.8557434378785418
study2,marks,40,166,216,0.851679165890023
study2,marks,41,205,177,0.8725234715683808
study2,marks,42,193,189,0.8525164173743488
study2,marks,43,169,213,0.6589108149715316
study2,marks,44,178,204,0.873701448842503
study2,marks,45,200,182,0.8521131139454179
study2,marks,46,195,187,0.7268189755744969
study2,marks,47,179,203,0.9084178962766466
study2,marks,48,165,217,0.9052327400721499
study2,marks,49,173,209,0.83668845498736
study2,marks,50,185,197,0.8686497297302559
study1,rigour,51,208,230,0.8804252880705722
study1,rigour,52,199,239,0.849849046463699
study1,rigour,53,202,236,0.8914599591806727
study1,rigour,54,228,210,0.8296127843120983
study1,rigour,55,209,229,0.8979253936509055
study1,rigour,56,241,197,0.9160033108889828
study1,rigour,57,208,230,0.9481084041330502
study1,rigour,58,207,231,0.9688187348665375
study1,rigour,59,224,214,0.8762127764515245
study1,rigour,60,237,201,0.8926845597152072
study1,rigour,61,229,209,0.9216837132509418
study1,rigour,62,225,213,0.9283529901561053
study1,rigour,63,192,246,0.9611043791871327
study1,rigour,64,244,194,0.7990656238806801
study1,rigour,65,241,197,0.9221226653793378
study1,rigour,66,213,225,0.9529257761467854
study1,rigour,67,230,208,0.9588049067226138
study1,rigour,68,225,213,0.90481043861642
study1,rigour,69,238,200,0.9329789119234347
study1,rigour,70,216,222,0.8494617193345618
study1,rigour,71,255,183,0.9373367350314564
study1,rigour,72,222,216,0.9519603950768016
study1,rigour,73,244,194,0.9073968617436307
study1,rigour,74,219,219,0.864117737314319
study1,rigour,75,222,216,0.8342709472863212
study1,rigour,76,257,181,0.8471750062550777
study1,rigour,77,214,224,0.9221298107043105
study1,rigour,78,214,224,0.9654549349737591
study1,rigour,79,208,230,0.9227092527751615
study1,rigour,80,205,233,0.9706753597471093
study1,rigour,81,221,217,0.8021412603210665
study1,rigour,82,227,211,0.9639721337296616
study1,rigour,83,223,215,0.9067450093818862
study1,rigour,84,205,233,0.8845922162098981
study1,rigour,85,194,244,0.9233926452212179
study1,rigour,86,210,228,0.8993894040517966
study1,rigour,87,240,198,0.9289669940266801
study1,rigour,88,220,218,0.8795994052927129
study1,rigour,89,214,224,0.9257563500153002
study1,rigour,90,226,212,0.8933099592983008
study1,rigour,91,207,231,0.8688356876349618
study1,rigour,92,212,226,0.9453456865542554
study1,rigour,93,234,204,0.9596869128279778
study1,rigour,94,239,199,0.8952985672285476
study1,rigour,95,233,205,0.860550388130332
study1,rigour,96,220,218,0.9569985261278733
study1,rigour,97,201,237,0.9266424004656237
study1,rigour,98,199,239,0.9191361045984218
study1,rigour,99,219,219,0.9033543757628265
study1,rigour,100,205,233,0.9094394785420802
study1,insight,51,216,238,0.7657716454157978
study1,insight,52,201,253,0.7583152058128707
study1,insight,53,246,208,0.7303420207365194
study1,insight,54,213,241,0.7390571013287346
study1,insight,55,217,237,0.8204865814024984
study1,insight,56,229,225,0.5715992890533996
study1,insight,57,231,223,0.7794759837161425
study1,insight,58,193,261,0.701542165143516
study1,insight,59,176,278,0.7213863930708322
study1,insight,60,234,220,0.8782815556144828
study1,insight,61,250,204,0.8033421898984335
study1,insight,62,196,258,0.6597195157465343
study1,insight,63,239,215,0.8583785549319924
study1,insight,64,207,247,0.7455098598074199
study1,insight,65,197,257,0.8075267208428292
study1,insight,66,191,263,0.8006889157223362
study1,insight,67,209,245,0.8498561910484049
study1,insight,68,244,210,0.7494364088909657
study1,insight,69,221,233,0.7939787549017127
study1,insight,70,227,227,0.7664538422285359
study1,insight,71,204,250,0.6770068514472901
study1,insight,72,230,224,0.7199667556226548
study1,insight,73,237,217,0.7785297171121675
study1,insight,74,224,230,0.6800967609772638
study1,insight,75,230,224,0.8250426570097544
study1,insight,76,207,247,0.8660785710909702
study1,insight,77,235,219,0.3947824932817761
study1,insight,78,231,223,0.6675481161953283
study1,insight,79,208,246,0.5540775567739574
study1,insight,80,238,216,0.7004698859805495
study1,insight,81,200,254,0.7283440844088817
study1,insight,82,211,243,0.6894864381953814
study1,insight,83,208,246,0.6836560195423926
study1,insight,84,230,224,0.6944355291921738
study1,insight,85,246,208,0.734230823397352
study1,insight,86,228,226,0.6796203809912571
study1,insight,87,207,247,0.5339962837253566
study1,insight,88,224,230,0.626017476741348
study1,insight,89,212,242,0.7624613207857327
study1,insight,90,206,248,0.8683188446035748
study1,insight,91,235,219,0.7727651843858282
study1,insight,92,197,257,0.9079086114731935
study1,insight,93,233,221,0.6738248600948281
study1,insight,94,204,250,0.5215413753551194
study1,insight,95,190,264,0.6025632109973629
study1,insight,96,224,230,0.7928838088584463
study1,insight,97,229,225,0.9065202428192692
study1,insight,98,233,221,0.5427642309547185
study1,insight,99,249,205,0.5449796884126493
study1,insight,100,241,213,0.5532353749372884
study2,rigour,51,276,360,0.9457979718226107
study2,rigour,52,280,356,0.884741961192629
study2,rigour,53,341,295,0.8913668804636511
study2,rigour,54,305,331,0.9055444514734257
study2,rigour,55,280,356,0.8964738484399624
study2,rigour,56,278,358,0.8954275813923538
study2,rigour,57,304,332,0.9186020480627222
study2,rigour,58,319,317,0.9008131108958777
study2,rigour,59,311,325,0.7762363339258462
study2,rigour,60,300,336,0.851791401333219
study2,rigour,61,303,333,0.8536260764110678
study2,rigour,62,294,342,0.9361809257085701
study2,rigour,63,308,328,0.8535534972260658
study2,rigour,64,277,359,0.8971516645547626
study2,rigour,65,326,310,0.8990092916958763
study2,rigour,66,324,312,0.7956060288438859
study2,rigour,67,267,369,0.8202781490652967
study2,rigour,68,293,343,0.8589623912874316
study2,rigour,69,334,302,0.8727094682177643
study2,rigour,70,306,330,0.8211648295862448
study2,rigour,71,318,318,0.8227981659547137
study2,rigour,72,326,310,0.8258301285206588
study2,rigour,73,355,281,0.8170304932298184
study2,rigour,74,300,336,0.8838757318891076
study2,rigour,75,284,352,0.8846540146801468
study2,rigour,76,354,282,0.8808765986642914
study2,rigour,77,323,313,0.8935585035964393
study2,rigour,78,270,366,0.9423355918028813
study2,rigour,79,269,367,0.8927012578956817
study2,rigour,80,300,336,0.8678554647632271
study2,rigour,81,318,318,0.8524873620319956
study2,rigour,82,323,313,0.861370447790119
study2,rigour,83,314,322,0.9279761385637562
study2,rigour,84,341,295,0.8160738964616954
study2,rigour,85,300,336,0.8383189183085911
study2,rigour,86,332,304,0.8932985750124911
study2,rigour,87,341,295,0.8720566195102517
study2,rigour,88,346,290,0.8591091205079104
study2,rigour,89,315,321,0.8887462858665327
study2,rigour,90,271,365,0.899191201368261
study2,rigour,91,303,333,0.8848159136712648
study2,rigour,92,299,337,0.7949991948416459
study2,rigour,93,340,296,0.9348103781720157
study2,rigour,94,323,313,0.8724765559377085
study2,rigour,95,302,334,0.8793425624481566
study2,rigour,96,325,311,0.8327112261246383
study2,rigour,97,304,332,0.8050327505857433
study2,rigour,98,309,327,0.914241743156071
study2,rigour,99,304,332,0.9399157287060181
study2,rigour,100,309,327,0.865602899276345
study2,insight,51,199,239,0.19627452837006093
study2,insight,52,203,235,0.22592186255567925
study2,insight,53,210,228,0.6962975997919815
study2,insight,54,185,253,0.2926527130667723
study2,insight,55,194,244,0.6464868917971992
study2,insight,56,197,241,0.47493420228910543
study2,insight,57,218,220,0.5133399213819102
study2,insight,58,204,234,0.05614925757195263
study2,insight,59,235,203,0.6491975136660083
study2,insight,60,229,209,0.609116672249757
study2,insight,61,196,242,0.4604781403224564
study2,insight,62,196,242,0.4227429607710056
study2,insight,63,211,227,0.6036348625097396
study2,insight,64,179,259,0.4477671276976205
study2,insight,65,192,246,0.6344287659941266
study2,insight,66,185,253,0.476712043960454
study2,insight,67,226,212,0.5206464621360357
study2,insight,68,207,231,0.40590251405623956
study2,insight,69,223,215,0.48184679048295065
study2,insight,70,232,206,0.5533443949012086
study2,insight,71,225,213,0.4723158393056619
study2,insight,72,197,241,0.6794760499844353
study2,insight,73,185,253,0.18544110461705482
study2,insight,74,234,204,0.22991038084568974
study2,insight,75,205,233,0.5750316285938044
study2,insight,76,173,265,0.13592645080230642
study2,insight,77,209,229,0.019016807173251955
study2,insight,78,196,242,0.40471627007905747
study2,insight,79,239,199,0.5882710440918776
study2,insight,80,215,223,0.43301481674251185
study2,insight,81,209,229,0.5905453560327355
study2,insight,82,191,247,0.30550993655120123
study2,insight,83,177,261,0.6080370320721984
study2,insight,84,220,218,-0.025306492225834455
study2,insight,85,208,230,0.48501662908024923
study2,insight,86,194,244,0.503786584295287
study2,insight,87,207,231,0.4824356185649472
study2,insight,88,232,206,0.39227598687191795
study2,insight,89,205,233,0.6066607116199567
study2,insight,90,237,201,0.42229216747588577
study2,insight,91,230,208,0.41286688063563487
study2,insight,92,181,257,0.5841156369926253
study2,insight,93,211,227,0.05477594653929233
study2,insight,94,228,210,0.6087122912045623
study2,insight,95,208,230,0.570037637404116
study2,insight,96,224,214,0.4763196578233312
study2,insight,97,204,234,0.2846875662587448
study2,insight,98,209,229,0.4527887806034714
study2,insight,99,205,233,0.6464773081467111
study2,insight,100,208,230,0.4876067130784459
study2,simple,51,265,261,0.8823301708231926
study2,simple,52,257,269,0.8895052904080313
study2,simple,53,256,270,0.837356516543353
study2,simple,54,250,276,0.7823723779791556
study2,simple,55,272,254,0.7965319788928245
study2,simple,56,267,259,0.8419023913913108
study2,simple,57,248,278,0.870604134284965
study2,simple,58,282,244,0.8052814430178713
study2,simple,59,267,259,0.820214870978451
study2,simple,60,216,310,0.8549539874515216
study2,simple,61,278,248,0.8424484436341827
study2,simple,62,283,243,0.7647931376199866
study2,simple,63,225,301,0.9171118107010927
study2,simple,64,315,211,0.7866000141963205
study2,simple,65,256,270,0.8163575771584374
study2,simple,66,280,246,0.9162367912499715
study2,simple,67,237,289,0.9555565134839271
study2,simple,68,251,275,0.838977834270018
study2,simple,69,267,259,0.8181003214232928
study2,simple,70,258,268,0.8108950526578258
study2,simple,71,242,284,0.76549789270338
study2,simple,72,261,265,0.8853928904232039
study2,simple,73,266,260,0.8318091867085341
study2,simple,74,268,258,0.8428398672102823
study2,simple,75,240,286,0.8758416417890965
study2,simple,76,280,246,0.8265613734897062
study2,simple,77,270,256,0.8683997121790709
study2,simple,78,265,261,0.7637673317887635
study2,simple,79,227,299,0.8794261213351686
study2,simple,80,228,298,0.7933430517747851
study2,simple,81,279,247,0.7755741427658799
study2,simple,82,295,231,0.8707512408708616
study2,simple,83,236,290,0.820019355129954
study2,simple,84,241,285,0.7891818898986876
study2,simple,85,249,277,0.79871804418042
study2,simple,86,228,298,0.8538783761592779
study2,simple,87,248,278,0.9335395028751192
study2,simple,88,254,272,0.7491758056455817
study2,simple,89,290,236,0.9317021242751566
study2,simple,90,262,264,0.7914268715161177
study2,simple,91,252,274,0.7900457791454235
study2,simple,92,258,268,0.7654701853491792
study2,simple,93,268,258,0.756186175804122
study2,simple,94,287,239,0.7901998323810947
study2,simple,95,272,254,0.7722749266000601
study2,simple,96,261,265,0.8389164226294511
study2,simple,97,232,294,0.8485500668204095
study2,simple,98,261,265,0.8027132764550721
study2,simple,99,227,299,0.8986112946498646
study2,simple,100,271,255,0.6889953411412368
study2,understanding,51,278,333,0.6597493698480508
study2,understanding,52,299,312,0.31494728211989653
study2,understanding,53,275,336,0.42744864799701304
study2,understanding,54,301,310,0.5274356952529686
study2,understanding,55,322,289,0.6634610915353334
study2,understanding,56,318,293,0.46209002859532683
study2,understanding,57,347,264,0.5383410238516628
study2,understanding,58,255,356,0.5435176962434642
study2,understanding,59,303,308,0.6624608891287987
study2,understanding,60,320,291,0.71729233137634
study2,understanding,61,275,336,0.5785397205878609
study2,understanding,62,272,339,0.7009794682329944
study2,understanding,63,317,294,0.6116747852569696
study2,understanding,64,273,338,0.6893208078665632
study2,understanding,65,317,294,0.7250922617217583
study2,understanding,66,283,328,0.6553411190796118
study2,understanding,67,293,318,0.5002860310755878
study2,understanding,68,265,346,0.7012328254626746
study2,understanding,69,319,292,0.7093655636709975
study2,understanding,70,302,309,0.7429999132560752
study2,understanding,71,308,303,0.5705285396168106
study2,understanding,72,284,327,0.6325752427579217
study2,understanding,73,288,323,0.7450662921187956
study2,understanding,74,349,262,0.644879399506263
study2,understanding,75,323,288,0.7389428433725879
study2,understanding,76,312,299,0.7141093516406753
study2,understanding,77,276,335,0.36533595991759343
study2,understanding,78,326,285,0.4484520817386464
study2,understanding,79,332,279,0.6296161363786492
study2,understanding,80,359,252,0.8037947222993981
study2,understanding,81,374,237,0.6404633631259414
study2,understanding,82,331,280,0.5700768333866914
study2,understanding,83,320,291,0.6121873111255544
study2,understanding,84,301,310,0.6904871087316878
study2,understanding,85,330,281,0.8931656130485697
study2,understanding,86,305,306,0.48584365683889086
study2,understanding,87,331,280,0.8213762990951646
study2,understanding,88,323,288,0.7544823299339289
study2,understanding,89,324,287,0.5032823041806441
study2,understanding,90,257,354,0.543158830247464
study2,understanding,91,365,246,0.6197505204906956
study2,understanding,92,281,330,0.6917357527238742
study2,understanding,93,317,294,0.6440279659734303
study2,understanding,94,319,292,0.7956142294028671
study2,understanding,95,349,262,0.851226672024417
study2,understanding,96,334,277,0.6206391655498049
study2,understanding,97,265,346,0.759659609245357
study2,understanding,98,327,284,0.7435976817178711
study2,understanding,99,312,299,0.6661722748121057
study2,understanding,100,349,262,0.7809783575550465
study2,marks,51,193,189,0.8378536630832661
study2,marks,52,154,228,0.9301258573403343
study2,marks,53,185,197,0.8809024191694029
study2,marks,54,210,172,0.8339903748240716
