study,dimension,JudgeID,Won,Lost,TimeTaken
study2,simple,5779,139,179,25
study2,simple,5779,134,174,27
study2,simple,5779,154,124,10
study2,simple,5779,149,114,23
study2,simple,5779,184,129,20
study2,simple,5779,119,124,5
study2,simple,6282,139,169,421
study2,simple,6282,159,144,524
study2,simple,6282,134,164,439
study2,simple,6282,179,174,403
study2,simple,6282,154,119,174
study2,simple,6282,114,124,32
study2,simple,6282,149,129,41
study2,simple,6282,139,184,18
study2,simple,6282,134,174,12
study2,simple,6282,144,154,13
study2,simple,6282,159,169,6
study2,simple,6282,179,164,18
study2,simple,6282,114,129,6
study2,simple,6282,149,119,5
study2,simple,6282,184,124,16
study2,simple,6282,154,164,8
study2,simple,6282,144,174,7
study2,simple,6282,139,134,14
study2,simple,6282,159,179,8
study2,simple,6282,114,169,5
study2,simple,6282,119,124,6
study2,simple,6282,149,184,5
study2,simple,6092,169,174,250
study2,simple,6282,179,129,16
study2,simple,6282,134,144,8
study2,simple,6282,159,139,15
study2,simple,6092,134,154,59
study2,simple,6092,119,164,17
study2,simple,6092,179,129,44
study2,simple,6092,114,124,58
study2,simple,6092,159,139,63
study2,simple,6092,184,149,57
study2,simple,6092,144,169,50
study2,simple,6092,154,164,164
study2,simple,6092,124,174,11
study2,simple,6092,119,114,6
study2,simple,6092,149,129,18
study2,simple,6092,134,139,13
study2,simple,6092,179,184,17
study2,simple,6024,159,174,13
study2,simple,6024,154,169,265
study2,simple,6024,164,144,369
study2,simple,6024,184,114,128
study2,simple,6024,149,124,19
study2,simple,6024,179,134,17
study2,simple,6024,139,129,96
study2,simple,6024,169,119,12
study2,simple,6024,174,144,264
study2,simple,6024,159,164,268
study2,simple,6024,139,154,12
study2,simple,6163,119,144,83
study2,simple,6163,134,114,41
study2,simple,6163,129,174,26
study2,simple,6163,159,154,57
study2,simple,5181,149,164,16
study2,simple,5181,179,124,11
study2,simple,5181,169,184,19
study2,simple,5181,134,139,13
study2,simple,5181,114,129,11
study2,simple,5181,119,159,19
study2,simple,5181,144,154,10
study2,simple,5181,124,174,2
study2,simple,5181,169,179,4
study2,simple,5181,149,184,3
study2,simple,5181,119,164,3
study2,simple,5181,129,174,3
study2,simple,5181,139,144,4
study2,simple,5181,159,154,6
study2,simple,5181,114,134,3
study2,simple,5181,179,164,4
study2,simple,5181,149,169,3
study2,simple,5181,184,124,7
study2,simple,6107,184,174,35
study2,simple,6107,154,159,8
study2,simple,6107,179,164,13
study2,understanding,5380,160,165,104
study2,understanding,5380,185,170,122
study2,understanding,5380,130,145,86
study2,understanding,5380,135,175,74
study2,understanding,5380,140,120,53
study2,understanding,5380,180,125,69
study2,understanding,5380,155,115,104
study2,understanding,5324,150,155,74
study2,understanding,5324,180,170,36
study2,understanding,5380,175,150,84
study2,understanding,5380,120,115,7
study2,understanding,5380,185,125,19
study2,understanding,5324,175,165,60
study2,understanding,5324,145,135,26
study2,understanding,5324,130,140,25
study2,understanding,5324,160,125,17
study2,understanding,5324,120,185,14
study2,understanding,5380,140,145,89
study2,understanding,5324,115,160,21
study2,understanding,5380,180,130,31
study2,understanding,5380,165,170,35
study2,understanding,5324,150,170,50
study2,understanding,5324,135,155,7
study2,understanding,5324,145,125,6
study2,understanding,5324,130,120,3
study2,understanding,5324,180,185,4
study2,understanding,5324,140,165,16
study2,understanding,5324,115,175,5
study2,understanding,5324,135,150,7
study2,understanding,5324,160,155,4
study2,understanding,5324,140,170,7
study2,understanding,5324,120,125,7
study2,understanding,5324,175,185,2
study2,understanding,5324,115,145,3
study2,understanding,5324,130,180,3
study2,understanding,5380,135,155,82
study2,understanding,5324,150,165,2
study2,understanding,5324,160,185,2
study2,understanding,5324,120,170,6
study2,understanding,5380,160,150,14
study2,understanding,5380,145,155,35
study2,understanding,5380,140,175,11
study2,understanding,5380,180,135,21
study2,understanding,5380,165,115,12
study2,understanding,5380,130,125,5
study2,understanding,5380,160,170,84
study2,understanding,5380,185,150,8
study2,understanding,5380,180,120,6
study2,understanding,5380,135,165,5
study2,understanding,5380,155,175,3
study2,understanding,5891,115,145,18
study2,understanding,5891,130,140,47
study2,understanding,5891,165,125,44
study2,understanding,5891,170,175,84
study2,understanding,5891,150,180,17
study2,understanding,5891,160,135,58
study2,understanding,5891,185,155,20
study2,understanding,5891,130,120,180
study2,understanding,5891,140,145,180
study2,understanding,5891,115,125,20
study2,understanding,5891,180,120,235
study2,understanding,5891,160,175,16
study2,understanding,5891,150,170,16
study2,understanding,5891,135,165,19
study2,understanding,5891,155,145,59
study2,understanding,5891,115,185,8
study2,understanding,5891,140,125,15
study2,understanding,5891,130,155,35
study2,understanding,5891,185,175,12
study2,understanding,5891,170,165,70
study2,understanding,5891,150,135,6
study2,understanding,5891,120,160,27
study2,understanding,5891,115,180,2
study2,understanding,5891,125,145,8
study2,understanding,5891,140,175,9
study2,understanding,5635,130,140,48
study2,understanding,5635,120,185,16
study2,understanding,5635,135,165,31
study2,understanding,5635,155,125,42
study2,understanding,5635,115,170,11
study2,understanding,5635,180,145,13
study2,understanding,5635,150,160,13
study2,understanding,5635,130,175,12
study2,understanding,5635,185,170,9
study2,understanding,5635,120,160,3
study2,understanding,5635,180,115,3
study2,understanding,5635,150,155,6
study2,understanding,5635,135,125,3
study2,understanding,5635,140,145,13
study2,understanding,5635,175,165,10
study2,understanding,5635,130,115,7
study2,understanding,5635,125,170,3
study2,understanding,5635,135,150,4
study2,understanding,5635,155,160,4
study2,understanding,5635,180,165,5
study2,understanding,5635,120,145,4
study2,understanding,5635,140,185,4
study2,understanding,6194,130,155,217
study2,understanding,6194,135,125,82
study2,understanding,6194,150,115,59
study2,understanding,6194,185,165,144
study2,understanding,6194,180,170,51
study2,understanding,6194,160,175,34
study2,understanding,6194,120,145,13
study2,understanding,6194,130,140,11
study2,understanding,6194,185,155,6
study2,understanding,6194,120,115,3
study2,understanding,6194,160,125,4
study2,understanding,6194,165,170,8
study2,understanding,6194,135,140,4
study2,understanding,5662,145,175,104
study2,understanding,5662,180,150,11
study2,understanding,5662,130,155,72
study2,understanding,5662,160,170,34
study2,understanding,5662,135,125,44
study2,understanding,5662,115,185,35
study2,understanding,5662,140,165,60
study2,understanding,5662,120,130,15
study2,understanding,5662,150,145,29
study2,understanding,5662,180,175,30
study2,understanding,5662,185,135,19
study2,understanding,5662,120,165,10
study2,understanding,5662,160,140,12
study2,understanding,5662,115,170,17
study2,understanding,5662,125,155,38
study2,understanding,5662,130,180,20
study2,understanding,5662,150,175,17
study2,understanding,5662,135,145,18
study2,understanding,5662,125,165,6
study2,understanding,5662,140,170,13
study2,understanding,5662,120,160,13
study2,understanding,5662,115,155,5
study2,understanding,5662,180,185,8
study2,understanding,5662,130,175,6
study2,understanding,5662,115,145,3
study2,understanding,6026,120,150,33
study2,understanding,6026,170,130,19
study2,understanding,6026,185,140,6
study2,understanding,6026,125,145,5
study2,understanding,6026,175,135,9
study2,understanding,6026,155,165,19
study2,understanding,6026,160,180,17
study2,understanding,6026,115,150,7
study2,understanding,6026,135,180,13
study2,understanding,6026,170,160,10
study2,understanding,6026,185,125,9
study2,understanding,6026,165,120,13
study2,understanding,6026,155,130,3
study2,understanding,6026,175,145,4
study2,understanding,6026,115,140,14
study2,understanding,6026,175,150,4
study2,understanding,6026,160,155,15
study2,understanding,6026,135,130,11
study2,understanding,6478,150,165,130
study2,understanding,6478,185,180,94
study2,understanding,6478,170,125,132
study2,understanding,6478,145,120,65
study2,understanding,6478,140,175,150
study2,understanding,6478,155,130,83
study2,understanding,6478,160,115,61
study2,understanding,6478,150,135,40
study2,understanding,6478,145,170,72
study2,understanding,6478,180,125,15
study2,understanding,6478,140,185,25
study2,understanding,6478,165,120,40
study2,understanding,6478,160,135,4
study2,understanding,6478,115,130,12
study2,understanding,6478,155,175,7
study2,understanding,6478,185,145,32
study2,understanding,6478,150,170,5
study2,understanding,6378,165,120,67
study2,understanding,6478,165,125,10
study2,understanding,6378,180,125,27
study2,understanding,6478,180,140,34
study2,understanding,6478,160,120,2
study2,understanding,6478,135,175,7
study2,understanding,6478,155,115,5
study2,understanding,6478,145,130,4
study2,understanding,6478,185,170,3
study2,understanding,6478,150,140,27
study2,understanding,6378,155,140,152
study2,understanding,6378,150,145,49
study2,understanding,6378,130,175,90
study2,understanding,6378,115,185,131
study2,understanding,6378,160,170,45
study2,understanding,6378,180,135,62
study2,understanding,6378,120,125,4
study2,understanding,6378,140,165,6
study2,understanding,6378,145,115,5
study2,understanding,5432,160,180,422
study2,understanding,5432,120,165,319
study2,understanding,5432,155,170,378
study2,understanding,5432,150,175,175
study2,understanding,5432,185,125,93
study2,understanding,5432,130,135,111
study2,understanding,5432,140,145,137
study2,understanding,5799,150,165,89
study2,understanding,5799,180,120,24
study2,understanding,5799,170,130,74
study2,understanding,5799,175,125,10
study2,understanding,5799,115,160,6
study2,understanding,5799,185,135,58
study2,understanding,5799,155,140,23
study2,understanding,5799,145,120,10
study2,understanding,5799,180,175,24
study2,understanding,5799,160,135,11
study2,understanding,5799,150,185,6
study2,understanding,5799,170,165,20
study2,understanding,5799,115,125,3
study2,understanding,5799,155,130,12
study2,understanding,5799,145,140,10
study2,understanding,5799,120,125,19
study2,understanding,5799,180,185,8
study2,understanding,5799,115,135,7
study2,understanding,5799,155,150,6
study2,understanding,5799,130,175,9
study2,understanding,3311,160,170,37
study2,understanding,3311,165,130,66
study2,understanding,3311,120,175,13
study2,understanding,3311,150,185,48
study2,understanding,3311,155,115,54
study2,understanding,3311,135,125,21
study2,understanding,3311,180,145,58
study2,understanding,3311,140,165,94
study2,understanding,3311,175,170,76
study2,understanding,3311,160,120,18
study2,understanding,3311,135,115,5
study2,understanding,3311,150,155,15
study2,understanding,3311,185,145,11
study2,understanding,6049,130,125,30
study2,understanding,6049,140,165,57
study2,understanding,6049,180,170,243
study2,understanding,6049,160,115,102
study2,understanding,6049,150,155,260
study2,understanding,6049,185,145,234
study2,understanding,6049,120,135,105
study2,understanding,6049,130,175,109
study2,understanding,6049,140,170,25
study2,understanding,6049,125,160,7
study2,understanding,6049,180,165,8
study2,understanding,6049,185,135,15
study2,understanding,6049,120,155,4
study2,understanding,6049,175,115,5
study2,understanding,6221,165,130,91
study2,understanding,6221,180,125,27
study2,understanding,6221,140,145,81
study2,understanding,6221,160,150,66
study2,understanding,6221,170,175,235
study2,understanding,6221,135,120,41
study2,understanding,6221,115,185,28
study2,understanding,6221,155,145,48
study2,understanding,5532,165,150,130
study2,understanding,5532,180,125,32
study2,understanding,5532,170,130,108
study2,understanding,5532,160,140,32
study2,understanding,5532,145,120,32
study2,understanding,5532,155,185,202
study2,understanding,5532,115,135,50
study2,understanding,5532,175,125,62
study2,understanding,5532,140,150,86
study2,understanding,5264,165,130,68
study2,understanding,5264,160,180,61
study2,understanding,5264,145,170,111
study2,understanding,5264,140,155,151
study2,understanding,5264,135,175,49
study2,understanding,5264,120,150,26
study2,understanding,5264,185,125,20
study2,understanding,5264,165,115,18
study2,understanding,5653,160,130,47
study2,understanding,5653,170,180,202
study2,understanding,5653,145,120,51
study2,understanding,5653,185,115,46
study2,understanding,5653,175,125,58
study2,understanding,5653,155,165,247
study2,understanding,5653,150,140,92
study2,understanding,5653,160,135,16
study2,understanding,5653,180,130,18
study2,understanding,5653,175,170,41
study2,understanding,5653,155,120,21
study2,understanding,5653,140,185,9
study2,understanding,5653,145,165,8
study2,understanding,5653,135,115,32
study2,understanding,5653,150,125,13
study2,understanding,5653,130,170,99
study2,understanding,5653,160,180,33
study2,understanding,5653,120,165,14
study2,understanding,5653,150,135,7
study2,understanding,5653,145,115,12
study2,understanding,5653,175,185,5
study2,understanding,5653,155,140,15
study2,understanding,5653,180,125,8
study2,understanding,5653,160,170,19
study2,understanding,5653,130,120,47
study2,understanding,5799,145,170,20
study2,understanding,5799,160,165,7
study2,understanding,5799,130,140,5
study2,understanding,5799,115,155,5
study2,understanding,5799,180,125,3
study2,understanding,5768,175,135,184
study2,understanding,5768,150,185,119
study2,understanding,5768,160,140,19
study2,understanding,5768,155,115,41
study2,understanding,5768,120,170,15
study2,understanding,5768,165,125,39
study2,understanding,5768,145,130,37
study2,understanding,5768,180,135,87
study2,understanding,5768,175,185,24
study2,understanding,5768,150,155,24
study2,understanding,5768,165,170,19
study2,understanding,5768,120,115,5
study2,understanding,5768,160,130,9
study2,understanding,5768,140,125,10
study2,understanding,5768,145,180,9
study2,understanding,5768,150,135,12
study2,understanding,5768,175,170,8
study2,understanding,5768,120,185,2
study2,understanding,5768,130,180,9
study2,understanding,5768,165,145,17
study2,understanding,5768,155,140,30
study2,understanding,5768,115,125,7
study2,understanding,5768,160,135,6
study2,understanding,5768,150,175,5
study2,understanding,5768,170,185,2
study2,understanding,5226,155,145,19
study2,understanding,5226,135,125,12
study2,understanding,5226,120,165,52
study2,understanding,5226,160,180,13
study2,understanding,5226,115,185,3
study2,understanding,5226,150,130,6
study2,understanding,5226,140,175,5
study2,understanding,5226,145,170,4
study2,understanding,5226,120,150,3
study2,understanding,5226,160,140,5
study2,understanding,5226,180,165,7
study2,understanding,5226,130,115,4
study2,understanding,5226,155,185,5
study2,understanding,5226,135,175,8
study2,understanding,5226,170,125,7
study2,understanding,5226,180,130,5
study2,understanding,5226,120,125,2
study2,understanding,5226,150,165,7
study2,understanding,5226,135,160,3
study2,understanding,5226,140,155,1
study2,understanding,5226,145,175,3
study2,understanding,5226,185,170,4
study2,understanding,5226,180,115,4
study2,understanding,5226,120,175,3
study2,understanding,5226,135,130,2
study2,understanding,5968,160,185,61
study2,understanding,5968,155,140,59
study2,understanding,5968,150,125,22
study2,understanding,5968,165,145,49
study2,understanding,5968,180,115,36
study2,understanding,5968,175,130,7
study2,understanding,5968,120,135,13
study2,understanding,5968,170,145,21
study2,understanding,5968,160,150,15
study2,understanding,5968,140,165,15
study2,understanding,5968,185,125,6
study2,understanding,5968,155,115,6
study2,understanding,5968,175,180,9
study2,understanding,5968,170,130,8
study2,understanding,5968,160,135,5
study2,understanding,5968,120,125,11
study2,understanding,5968,145,150,8
study2,understanding,5968,165,155,4
study2,understanding,5968,140,185,13
study2,understanding,5968,170,115,3
study2,understanding,5968,180,120,4
study2,understanding,5968,175,135,4
study2,understanding,5968,130,185,9
study2,understanding,5968,165,150,5
study2,understanding,5968,145,115,6
study2,understanding,6316,140,125,19
study2,understanding,6316,155,160,6
study2,understanding,6316,165,150,6
study2,understanding,6316,130,175,3
study2,understanding,6316,180,185,5
study2,understanding,6316,120,145,3
study2,understanding,6316,135,115,8
study2,understanding,6316,170,125,6
study2,understanding,6316,155,140,4
study2,understanding,6316,160,145,5
study2,understanding,6316,165,185,3
study2,understanding,6316,135,120,5
study2,understanding,6316,170,150,17
study2,understanding,6316,175,180,9
study2,understanding,6316,115,130,3
study2,understanding,6316,155,125,5
study2,understanding,6316,160,140,6
study2,understanding,6316,165,175,5
study2,understanding,6316,135,150,3
study2,understanding,6316,170,120,3
study2,understanding,6316,180,130,3
study2,understanding,6316,185,115,2
study2,understanding,6316,155,145,2
study2,understanding,6316,160,125,3
study2,understanding,6316,185,140,5
study2,understanding,6103,130,135,125
study2,understanding,6103,145,165,8
study2,understanding,7066,170,175,80
study2,understanding,7066,155,115,130
study2,understanding,7066,160,150,37
study2,understanding,7066,125,140,29
study2,understanding,7066,180,120,9
study2,understanding,6272,140,170,23
study2,understanding,6272,125,150,10
study2,understanding,6272,165,180,4
study2,understanding,6272,120,145,4
study2,understanding,6272,130,175,10
study2,understanding,6272,185,160,94
study2,understanding,6272,115,135,6
study2,understanding,6272,155,175,8
study2,understanding,6272,115,125,7
study2,understanding,6272,185,180,4
study2,understanding,6272,130,165,9
study2,understanding,6272,120,170,2
study2,understanding,6272,135,160,11
study2,understanding,6272,155,140,6
study2,understanding,6272,145,150,8
study2,understanding,6272,185,175,2
study2,understanding,6272,125,145,6
study2,understanding,6272,170,160,8
study2,understanding,6272,115,155,3
study2,understanding,6272,120,130,2
study2,understanding,6272,150,140,10
study2,understanding,6272,180,135,6
study2,understanding,6272,175,165,5
study2,understanding,6272,120,150,5
study2,understanding,6272,130,135,4
study2,understanding,5871,125,115,113
study2,understanding,5871,185,170,202
study2,understanding,5871,160,140,137
study2,understanding,5871,145,180,198
study2,understanding,5871,155,165,192
study2,understanding,5871,150,120,59
study2,understanding,5871,135,130,20
study2,understanding,5871,155,175,20
study2,understanding,5871,185,115,5
study2,understanding,5871,125,180,6
study2,understanding,5871,145,140,7
study2,understanding,5871,165,170,13
study2,understanding,5871,160,150,7
study2,understanding,5871,120,175,4
study2,understanding,5871,185,130,5
study2,understanding,5871,140,135,9
study2,understanding,5871,160,180,6
study2,understanding,6703,145,155,632
study2,understanding,6797,115,165,108
study2,understanding,6797,170,125,241
study2,understanding,6797,135,155,158
study2,understanding,5615,115,125,6
study2,understanding,5615,120,150,7
study2,understanding,5615,180,145,7
study2,understanding,6797,150,145,199
study2,understanding,5615,170,140,9
study2,understanding,5615,175,165,8
study2,understanding,5615,185,130,8
study2,understanding,5615,160,135,6
study2,understanding,5615,155,165,5
study2,understanding,5615,180,175,4
study2,understanding,5615,115,120,4
study2,understanding,5615,170,125,4
study2,understanding,5615,185,140,3
study2,understanding,5615,130,160,4
study2,understanding,5615,155,145,6
study2,understanding,5615,150,135,3
study2,understanding,6797,130,185,116
study2,understanding,6797,140,160,121
study2,understanding,6797,180,120,28
study2,understanding,6797,115,175,85
study2,understanding,6797,125,165,22
study2,understanding,6797,135,170,17
study2,understanding,6797,160,175,12
study2,understanding,6797,145,185,7
study2,understanding,6797,120,155,19
study2,understanding,6797,150,140,22
study2,understanding,6797,130,180,8
study2,understanding,6797,170,115,18
study2,understanding,6797,160,125,5
study2,understanding,6797,155,165,5
study2,understanding,6797,135,145,5
study2,understanding,6797,130,120,3
study2,understanding,6797,180,185,4
study2,understanding,6797,150,175,3
study2,understanding,6797,140,165,7
study2,understanding,6797,115,125,6
study2,understanding,6797,170,185,11
study2,understanding,5607,120,125,55
study2,understanding,5607,145,165,207
study2,understanding,5607,160,115,54
study2,understanding,5607,150,140,108
study2,understanding,5607,130,180,61
study2,understanding,5607,135,155,171
study2,understanding,5607,170,175,313
study2,understanding,6118,120,125,23
study2,understanding,6118,160,165,9
study2,understanding,6118,170,130,7
study2,understanding,5607,120,185,91
study2,understanding,6118,180,145,15
study2,understanding,6118,135,150,4
study2,understanding,6118,115,175,6
study2,understanding,6118,140,155,5
study2,understanding,6118,160,185,14
study2,understanding,6118,140,175,4
study2,understanding,6118,115,125,4
study2,understanding,6118,180,170,4
study2,understanding,6118,135,130,4
study2,understanding,6118,165,145,14
study2,understanding,5607,145,155,18
study2,understanding,6118,155,150,8
study2,understanding,6118,120,185,2
study2,understanding,6118,140,135,4
study2,understanding,6118,180,130,3
study2,understanding,6118,165,150,9
study2,understanding,6118,175,125,4
study2,understanding,6118,170,160,5
study2,understanding,6118,120,115,2
study2,understanding,6118,185,155,3
study2,understanding,6118,140,145,3
study2,understanding,5607,135,175,5
study2,understanding,5607,160,150,32
study2,understanding,6118,115,150,50
study2,understanding,6118,125,165,16
study2,understanding,6109,180,170,31
study2,understanding,6109,130,155,76
study2,understanding,6109,115,185,8
study2,understanding,6109,145,120,28
study2,understanding,6109,160,140,22
study2,understanding,6109,175,135,13
study2,understanding,6109,165,125,36
study2,understanding,6109,150,180,58
study2,understanding,6109,130,170,5
study2,understanding,6109,155,120,5
study2,understanding,6109,115,140,7
study2,understanding,6109,145,125,2
study2,understanding,6109,165,175,5
study2,understanding,6109,160,185,2
study2,understanding,6109,150,135,4
study2,understanding,6109,180,130,8
study2,understanding,6109,155,170,3
study2,understanding,6109,160,125,3
study2,understanding,6109,165,120,2
study2,understanding,6109,145,140,3
study2,understanding,6109,175,185,3
study2,understanding,6109,135,115,5
study2,understanding,6109,150,170,41
study2,understanding,6109,130,175,11
study2,understanding,6109,180,125,20
study2,understanding,5566,185,160,285
study2,understanding,5566,165,170,341
study2,understanding,5566,120,155,200
study2,understanding,5566,115,145,133
study2,understanding,5566,180,140,1323
study2,understanding,5566,135,130,63
study2,understanding,5566,125,150,13
study2,understanding,5566,135,175,11
study2,understanding,5566,185,170,8
study2,understanding,5566,120,140,5
study2,understanding,5566,145,165,11
study2,understanding,5566,160,180,9
study2,understanding,5566,115,155,27
study2,understanding,5566,130,175,91
study2,understanding,5566,120,125,4
study2,understanding,5503,140,170,86
study2,understanding,5566,135,150,2065
study2,understanding,5566,160,165,6
study2,understanding,5566,145,155,4
study2,understanding,5503,150,145,278
study2,understanding,5566,185,180,6
study2,understanding,5566,115,130,7
study2,understanding,5566,140,170,7
study2,understanding,5566,125,175,4
study2,understanding,5503,180,115,140
study2,understanding,5566,150,155,381
study2,understanding,5566,165,130,47
study2,understanding,5566,135,160,19
study2,understanding,5503,185,130,359
study2,understanding,5503,120,135,121
study2,understanding,5503,175,165,109
study2,understanding,5503,155,160,252
study2,understanding,5503,125,170,20
study2,understanding,5503,140,145,86
study2,understanding,6002,145,120,27
study2,understanding,5503,120,115,59
study2,understanding,6002,180,185,51
study2,understanding,6002,130,140,47
study2,understanding,6002,150,155,30
study2,understanding,5503,185,180,114
study2,understanding,6002,135,165,32
study2,understanding,6002,115,170,36
study2,understanding,6002,160,125,39
study2,understanding,6002,150,175,44
study2,understanding,6002,135,130,23
study2,understanding,6002,140,165,34
study2,understanding,6002,160,175,18
study2,understanding,6002,115,125,5
study2,understanding,6002,180,155,12
study2,understanding,6002,185,170,17
study2,understanding,6002,135,145,11
study2,understanding,6002,150,120,18
study2,understanding,6002,120,165,16
study2,understanding,5503,160,175,294
study2,understanding,6002,125,170,16
study2,understanding,6002,115,130,7
study2,understanding,6002,185,155,6
study2,understanding,6002,140,145,10
study2,understanding,6002,180,175,10
study2,understanding,6002,160,185,11
study2,understanding,6002,135,170,3
study2,understanding,6002,150,180,14
study2,marks,5244,146,121,26
study2,marks,5244,181,131,21
study2,marks,5244,176,126,78
study2,marks,5244,141,166,24
study2,marks,5244,161,116,126
study2,marks,5244,186,136,22
study2,marks,5244,171,151,25
study2,marks,5244,156,126,10
study2,marks,5244,156,116,3
study2,marks,5244,176,186,5
study2,marks,5244,161,151,5
study2,marks,5244,131,121,19
study2,marks,5486,136,171,107
study2,marks,5486,181,166,199
study2,marks,5486,141,146,53
study2,marks,5486,121,186,18
study2,marks,5486,116,131,46
study2,marks,5486,161,126,14
study2,marks,5486,156,176,68
study2,marks,5486,151,171,24
study2,marks,5486,141,181,14
study2,marks,5486,136,166,8
study2,marks,5486,146,156,34
study2,marks,5486,116,121,7
study2,marks,5486,151,126,5
study2,marks,5486,176,186,18
study2,marks,5486,161,131,15
study2,marks,5486,141,136,10
study2,marks,5486,146,181,9
study2,marks,5486,171,166,6
study2,marks,5486,156,126,7
study2,marks,5486,176,116,10
study2,marks,5486,161,121,5
study2,marks,5486,151,186,3
study2,marks,5486,131,181,21
study2,marks,5486,141,171,11
study2,marks,5486,146,166,4
study2,marks,5700,141,136,136
study2,marks,5700,166,176,148
study2,marks,5700,121,186,86
study2,marks,5700,116,126,28
study2,marks,5700,181,146,41
study2,marks,5700,151,131,22
study2,marks,5700,161,156,23
study2,marks,5700,171,136,22
study2,marks,5700,171,156,12
study2,marks,5700,131,126,10
study2,marks,5700,161,176,6
study2,marks,5249,186,121,84
study2,marks,5249,181,116,209
study2,marks,5249,136,166,121
study2,marks,5249,141,146,95
study2,marks,5249,151,156,228
study2,marks,5249,126,171,393
study2,marks,5192,161,186,42
study2,marks,5192,146,116,10
study2,marks,5192,181,176,10
study2,marks,5192,151,121,3
study2,marks,5192,141,136,2
study2,marks,5192,166,131,2
study2,marks,5192,156,126,10
study2,marks,5192,161,171,7
study2,marks,5192,181,136,2
study2,marks,5192,151,116,2
study2,marks,5192,166,121,4
study2,marks,5192,146,131,3
study2,marks,5192,141,176,2
study2,marks,5192,186,171,18
study2,marks,5192,181,156,9
study2,marks,5192,166,126,1
study2,marks,5192,161,121,2
study2,marks,5192,151,176,3
study2,marks,5192,116,131,19
study2,marks,5192,141,186,2
study2,marks,6581,136,146,578
study2,marks,6581,161,166,33
study2,marks,6581,156,141,6
study2,marks,6581,176,171,6
study2,marks,6581,181,126,4
study2,marks,6581,116,186,6
study2,marks,6581,151,131,6
study2,marks,6581,136,121,3
study2,marks,6581,146,166,4
study2,marks,6581,186,181,2
study2,marks,6581,116,161,6
study2,marks,6581,151,126,6
study2,marks,6581,121,171,4
study2,marks,6581,156,176,6
study2,marks,6581,141,131,5
study2,marks,6793,146,136,41
study2,marks,6793,146,136,59
study2,marks,6793,171,186,24
study2,marks,6793,161,131,14
study2,marks,6793,166,176,21
study2,marks,6793,156,121,11
study2,marks,6793,141,126,25
study2,marks,6793,181,151,11
study2,marks,6793,131,116,61
study2,marks,6793,151,126,16
study2,marks,6793,141,116,14
study2,marks,6793,171,176,17
study2,marks,6793,161,121,27
study2,marks,6793,156,186,14
study2,marks,6793,166,181,24
study2,marks,5847,136,146,116
study2,marks,5847,186,116,24
study2,marks,5847,131,141,20
study2,marks,5847,156,126,18
study2,marks,5847,181,176,42
study2,marks,5847,171,121,8
study2,marks,5847,161,151,18
study2,marks,5847,136,166,13
study2,marks,5250,146,126,58
study2,marks,5250,161,166,34
study2,marks,5250,181,121,26
study2,marks,5250,151,116,33
study2,marks,5250,131,186,61
study2,marks,5250,176,136,23
study2,marks,5250,171,141,49
study2,marks,5250,156,146,26
study2,marks,6815,146,121,82
study2,marks,6815,186,171,182
study2,marks,6815,181,136,44
study2,marks,6815,141,126,21
study2,marks,6815,131,176,28
study2,marks,6815,166,151,17
study2,marks,6815,161,116,12
study2,marks,6815,156,121,14
study2,marks,6815,156,131,803
study2,marks,6815,151,176,36
study2,marks,6815,161,146,15
study2,marks,6815,166,171,93
study2,marks,6815,186,116,6
study2,marks,6815,136,126,30
study2,marks,6815,181,141,20
study2,marks,6815,181,171,7
study2,marks,6815,161,166,5
study2,marks,6815,186,126,7
study2,marks,6815,136,146,14
study2,marks,6815,141,151,10
study2,marks,6815,121,116,4
study2,marks,6815,156,176,11
study2,marks,6815,131,121,5
study2,marks,6815,186,156,18
study2,marks,6815,136,171,15
study2,marks,7110,146,116,16
study2,marks,7110,161,166,36
study2,marks,7110,141,126,4
study2,marks,7110,181,131,6
study2,marks,7110,176,151,6
study2,marks,7110,171,186,3
study2,marks,7110,136,121,3
study2,marks,7110,141,156,6
study2,marks,7110,151,116,4
study2,marks,7110,146,176,4
study2,marks,7110,161,131,4
study2,marks,7110,166,126,49
study2,marks,7110,171,181,255
study2,marks,7110,156,136,57
study2,marks,7110,186,121,40
study2,marks,7110,161,126,36
study2,marks,5534,146,176,217
study2,marks,5534,151,181,6
study2,marks,5534,146,176,1675
study2,marks,5862,131,116,71
study2,marks,5862,141,166,323
study2,marks,5534,166,131,1057
study2,marks,5534,161,116,168
study2,marks,5862,181,186,393
study2,marks,5862,151,121,43
study2,marks,5862,156,126,48
study2,marks,5862,171,136,149
study2,marks,5862,161,176,28
study2,marks,5862,141,146,59
study2,marks,5862,166,186,35
study2,marks,5862,151,171,10
study2,marks,5862,181,136,91
study2,marks,5862,156,121,8
study2,marks,5862,131,126,20
study2,marks,5862,146,116,8
study2,marks,5862,141,176,7
study2,marks,5862,161,121,19
study2,marks,5862,181,131,8
study2,marks,5862,186,136,5
study2,marks,5862,156,116,4
study2,marks,5862,166,126,4
study2,marks,5534,126,171,1782
study2,marks,5862,161,151,12
study2,marks,5862,171,176,52
study2,marks,5862,181,146,6
study2,marks,5862,141,156,24
study2,marks,5862,151,166,8
study2,marks,5534,141,186,5426
study2,marks,5534,121,136,83
study2,marks,5765,131,116,44
study2,marks,5765,126,141,39
study2,marks,5765,171,136,54
study2,marks,5765,156,166,34
